EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,forward_5_v2_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Alpha_Mean,Alpha_Std,Alpha_Max,Alpha_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/embedding_norm_Mean,Training/embedding_norm_Std,Training/embedding_norm_Max,Training/embedding_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
128,3.869755744934082,27800,-5470.35966,-1082.15092,-5.60006,0.00151,3.86684,0.00134,-5413.91107,-5.10986,0.02294,-5.04111,-5.18322,2245.76517,38.77180,2313.22070,2179.53076,-334.67506,3.90184,-324.78711,-344.96442,1917165.85250,34288.36571,1993870.37500,1845943.25000,2633760016.64000,235233734.49938,3337445120.00000,1992129536.00000,2751813584.00000,228661023.57416,3337221376.00000,2131481216.00000,3.23886,0.72713,5.38342,1.54734,56315166771.20000,14820118244.78195,99662659584.00000,26519556096.00000,55599219353.60000,14477909518.68490,105001803776.00000,24303069184.00000,1.31080,0.03787,1.40664,1.21945,1.56252,0.04342,1.68421,1.46193,2.00000,0.00000,2.00000,2.00000,-11.76118,4.88661,-5.84161,-20.00000,49.37230,0.50697,50.77207,48.11980,18.92093,0.38211,19.83176,17.74266,81.05407,17.70425,130.52975,65.01775,-2.48627,2.56968,3.99057,-12.60732,1.62596,0.24048,2.16915,1.00141,55.48223,5.05243,72.12113,45.98412,985.24490,292.39423,1534.09338,375.66577,-929.00278,333.92516,-314.11990,-1836.03784
129,3.913860559463501,28000,-5472.32459,-858.69878,-5.43730,0.00151,3.91121,0.00109,-5508.21001,-5.10121,0.02316,-5.03359,-5.16870,2383.99901,41.06089,2455.52319,2313.91357,-336.17095,4.35300,-324.62070,-347.78290,2032177.45562,36955.61286,2105246.50000,1961006.37500,3040238929.92000,270092754.62585,3860849920.00000,2466263040.00000,3196245402.88000,277028461.83060,4002089728.00000,2562529024.00000,3.42004,0.76280,5.98053,1.61368,65902180823.04000,18331139746.30632,133372575744.00000,31225706496.00000,67948613857.28000,18720460104.38509,122679418880.00000,33412681728.00000,1.30045,0.04038,1.40332,1.18947,1.56966,0.04247,1.67351,1.46718,2.00000,0.00000,2.00000,2.00000,-11.37992,4.71758,-5.96263,-20.00000,49.23132,0.54720,50.72208,47.74838,19.00288,0.38688,19.88682,18.05809,79.83669,16.86642,130.74902,65.18607,-2.37794,2.35010,3.17936,-11.88154,1.63315,0.22084,2.22517,0.88714,56.24741,5.79306,72.78967,46.98535,1014.87861,324.11055,1534.09338,359.69614,-968.05648,363.27583,-321.43112,-1836.03784
130,3.868333578109741,28200,-5471.11326,-915.44455,-4.05014,0.00157,3.86541,0.00129,-5464.24289,-5.10488,0.02443,-5.03731,-5.16302,2530.77990,43.64121,2606.77368,2456.25732,-338.99965,4.58266,-328.30109,-350.72003,2158563.24938,38993.45315,2241070.00000,2081393.25000,3411283477.76000,292232856.90223,4127938304.00000,2656832000.00000,3585672113.92000,304859170.44538,4490382336.00000,2804324352.00000,3.58977,0.73369,5.38506,1.41151,73811499304.96001,18432928527.13657,161194393600.00000,31444781056.00000,75045010800.64000,19602666161.97063,166254723072.00000,36359241728.00000,1.30092,0.04231,1.43034,1.19115,1.57038,0.04295,1.68654,1.46567,2.00000,0.00000,2.00000,2.00000,-11.72064,4.84888,-6.12553,-20.00000,49.26273,0.57684,50.86367,48.02582,19.01662,0.40599,20.10102,17.92678,80.05660,17.03777,130.38557,65.06982,-2.11137,1.89963,1.75618,-7.52341,1.65571,0.23302,2.21658,0.94976,55.55077,4.60536,72.24886,46.39495,987.30602,286.82246,1534.09338,381.31143,-934.87323,345.23010,-300.69202,-1836.03784
131,3.8378453254699707,28400,-5461.39932,-948.82503,-5.59170,0.00173,3.83472,0.00132,-5407.14734,-5.10944,0.02284,-5.05204,-5.17226,2686.80221,46.47342,2767.74561,2607.55786,-342.12683,4.53695,-331.63791,-356.09033,2291616.77625,43084.31026,2373013.00000,2206552.50000,3781749589.76000,303721443.14790,4766567424.00000,3054459392.00000,3963637725.44000,329600557.96408,4810384384.00000,3313785088.00000,3.83980,0.78445,6.69757,2.19766,79708774993.92000,19246128683.19714,142308474880.00000,41418514432.00000,78616323706.88000,18557781765.06320,149773303808.00000,45866737664.00000,1.30542,0.04070,1.42358,1.21053,1.56436,0.04238,1.66254,1.45092,2.00000,0.00000,2.00000,2.00000,-11.00415,4.33779,-6.28491,-20.00000,49.33088,0.55647,51.07317,48.00033,18.93295,0.37668,19.81155,17.73531,77.82536,14.58057,130.84464,65.00932,-2.21009,2.18640,3.63439,-9.74937,1.60623,0.22612,2.09080,0.80274,55.93421,5.63394,76.18395,45.21874,988.82396,293.34970,1534.09338,352.79767,-939.14876,338.37213,-267.26001,-1836.03784
132,3.907560110092163,28600,-5458.95586,-1049.93304,-5.64393,0.00159,3.90461,0.00130,-5457.29539,-5.11215,0.02554,-5.04436,-5.18392,2852.89808,49.40781,2938.88794,2768.57446,-345.22577,4.46304,-333.59396,-357.10504,2434383.45875,43685.39522,2536107.00000,2350888.25000,4234268270.08000,375928154.24571,5475549184.00000,3379394304.00000,4431115106.56000,391541142.77716,5629967872.00000,3495051008.00000,4.06712,0.86610,6.98257,1.90013,94529094410.24001,24882795779.63284,183162994688.00000,44757331968.00000,95446420336.64000,25376277561.07368,171848531968.00000,43272589312.00000,1.30983,0.03877,1.42222,1.20306,1.56007,0.04294,1.69374,1.43311,2.00000,0.00000,2.00000,2.00000,-10.72851,4.41013,-5.69147,-20.00000,49.39387,0.55514,50.83040,47.85360,18.89361,0.36849,19.89093,17.77935,77.54654,14.20676,130.38269,65.17163,-2.27032,2.27965,1.94790,-12.74526,1.63425,0.21785,2.19646,0.89993,55.82803,5.06394,73.23836,46.90046,985.33637,320.27839,1534.09338,288.48624,-932.71968,387.47108,-241.59669,-1836.03784
133,3.9265143871307373,28800,-5459.96834,-1118.79136,-5.59104,0.00186,3.92332,0.00127,-5481.30569,-5.11039,0.02325,-5.05063,-5.16801,3029.05931,52.24053,3120.00684,2939.76953,-346.50179,4.27593,-335.97314,-359.61642,2579534.48250,45626.37246,2677347.50000,2495557.75000,4899312811.52000,453875812.44660,6440287744.00000,3883248896.00000,5099151299.84000,476994980.84365,6975881216.00000,3935642112.00000,4.32142,0.94448,7.98874,2.06405,103399056936.96001,31515922440.00068,196705026048.00000,46722678784.00000,96442109276.16000,24263498321.99857,160538066944.00000,47844438016.00000,1.30333,0.03901,1.42132,1.21061,1.56741,0.04249,1.68878,1.41637,2.00000,0.00000,2.00000,2.00000,-11.88030,4.96992,-5.75525,-20.00000,49.22876,0.53498,50.83926,48.02708,19.02214,0.38503,19.97396,17.91294,81.37058,16.63143,130.68872,65.11965,-2.07592,2.04547,2.15965,-8.69438,1.66764,0.23631,2.35670,0.94529,54.84943,5.29018,70.34102,46.39471,936.95325,306.62014,1534.09338,358.20612,-872.68864,363.21528,-265.70251,-1836.03784
134,3.951939821243286,29000,-5447.97588,-1131.28795,-5.60945,0.00158,3.94900,0.00129,-5411.62311,-5.11115,0.02305,-5.06150,-5.17979,3215.71838,55.55337,3312.43628,3120.94116,-349.18602,4.63371,-333.42227,-363.12402,2738717.90875,50357.43832,2840325.25000,2629747.25000,5473429338.88000,531352931.52186,7325684736.00000,4132101888.00000,5723258990.08000,526773340.86500,7020590080.00000,4459666432.00000,4.57185,1.00280,7.56630,2.26330,120117781012.48000,38239800719.56002,294712279040.00000,55675617280.00000,117031246786.56000,33344367823.77089,220395798528.00000,55888502784.00000,1.30351,0.04364,1.42324,1.18826,1.56673,0.04451,1.69856,1.42442,2.00000,0.00000,2.00000,2.00000,-11.34201,4.60069,-5.61552,-20.00000,49.24094,0.56678,50.95282,47.39387,18.98747,0.39530,20.09999,17.49080,79.04678,15.06754,130.78203,65.11687,-2.17696,2.17754,2.57857,-9.04212,1.64196,0.19533,2.04923,1.08979,55.09108,4.69286,67.83558,46.94434,961.71716,285.06913,1534.09338,328.74185,-924.49547,325.63917,-315.97302,-1836.03784
135,3.8614678382873535,29200,-5450.00945,-984.10187,-4.89667,0.00158,3.85854,0.00129,-5440.49849,-5.10574,0.02453,-5.04396,-5.16088,3413.81823,58.88278,3516.31470,3313.42505,-350.78147,4.46343,-339.07358,-361.53894,2903055.06500,52931.29751,2995922.25000,2796312.75000,6337384888.32000,532869272.57358,8126064128.00000,4831333888.00000,6574990128.64000,543752469.62193,8122036224.00000,5223898624.00000,4.92545,1.07500,8.82732,1.85405,129513452912.64000,36589567904.73903,290331525120.00000,68759863296.00000,126787807600.64000,34912093542.42602,248639799296.00000,60708069376.00000,1.29353,0.03942,1.38631,1.19377,1.57393,0.04171,1.71473,1.47587,2.00000,0.00000,2.00000,2.00000,-10.92096,4.46527,-5.81584,-20.00000,49.11928,0.54009,50.38873,47.71733,19.07021,0.37691,19.90690,18.20974,77.87163,15.48934,130.48135,65.12810,-2.17230,2.41813,2.06600,-14.47697,1.59517,0.22375,2.15237,0.87677,55.62194,5.32488,73.03976,47.45278,990.63595,306.62498,1534.09338,383.07739,-930.57512,341.27928,-335.35870,-1836.03784
136,3.8996105194091797,29400,-5455.99766,-969.62574,-5.60491,0.00155,3.89668,0.00130,-5538.80247,-5.10988,0.02472,-5.05107,-5.16963,3624.33709,62.71392,3733.41113,3517.35791,-354.41402,4.37971,-341.30469,-365.45572,3083342.84125,52512.46063,3193992.75000,2980012.00000,7034856253.44000,588127736.23845,8753080320.00000,5906427392.00000,7358853829.12000,592178278.17572,9737869312.00000,6042873856.00000,5.29208,1.23776,9.56655,2.04950,134603572838.39999,33638497093.58149,256807452672.00000,65827610624.00000,138769591050.23999,36151891995.75043,242559582208.00000,65541529600.00000,1.30345,0.03820,1.39694,1.17706,1.56542,0.04033,1.67939,1.45717,2.00000,0.00000,2.00000,2.00000,-10.65235,4.11941,-5.91087,-20.00000,49.24779,0.53297,50.43998,47.56514,18.98763,0.35203,19.93747,18.23930,77.33532,13.81204,130.89005,65.06044,-2.31824,2.33635,2.19444,-10.30647,1.59905,0.21370,2.22028,0.88789,55.73012,5.30870,70.91438,46.16975,986.48280,298.84557,1534.09338,297.73605,-930.95055,344.85878,-335.35870,-1836.03784
137,3.9083003997802734,29600,-5464.62288,-936.96955,-5.59045,0.00172,3.90547,0.00107,-5523.19237,-5.10978,0.02297,-5.04695,-5.18814,3848.00638,66.50397,3963.81299,3734.52930,-356.56597,4.28523,-345.57562,-370.42819,3272602.63875,59680.60592,3386766.50000,3153144.00000,7943054735.36000,730476460.74274,10017657856.00000,6294603264.00000,8295156344.32000,762699057.04464,10747395072.00000,6556763648.00000,5.56002,1.25290,9.57121,2.91229,164295349002.23999,43257360441.16658,322184314880.00000,71520485376.00000,160591973990.39999,40556190629.53453,279155113984.00000,75923070976.00000,1.30043,0.03548,1.40549,1.20610,1.56747,0.03849,1.67830,1.45546,2.00000,0.00000,2.00000,2.00000,-10.67545,4.23532,-5.85528,-20.00000,49.19463,0.50844,50.87487,47.89141,18.99984,0.35814,19.76107,17.82866,76.87312,13.46650,130.31107,65.29317,-2.32115,2.57893,3.14740,-14.32289,1.62519,0.22759,2.26539,0.90980,55.28602,5.22074,80.41945,46.63126,982.79038,306.28598,1534.09338,304.78012,-916.20624,370.70467,-271.88953,-1836.03784
138,3.9097604751586914,29800,-5475.39692,-1106.75245,-5.59497,0.00147,3.90680,0.00138,-5521.65143,-5.11127,0.02332,-5.05006,-5.17823,4085.43997,70.53904,4208.23682,3965.00024,-358.72267,4.25563,-345.31955,-370.17404,3472017.15750,60941.54430,3593942.00000,3353280.75000,9060806986.24000,813702320.90997,11279461376.00000,7120722432.00000,9386807567.36000,856832412.67460,11881413632.00000,6827831296.00000,5.91740,1.29690,11.30656,2.86797,183987714088.95999,54894608694.91615,367589228544.00000,88933728256.00000,172875477565.44000,45313612172.82244,350799364096.00000,87482974208.00000,1.29503,0.03938,1.38513,1.17317,1.57369,0.04407,1.77567,1.47029,2.00000,0.00000,2.00000,2.00000,-11.04507,4.28486,-6.08658,-20.00000,49.14305,0.50787,50.44437,47.57661,19.05824,0.35759,20.13104,18.21980,78.07328,14.12988,130.39111,65.07626,-2.44889,2.32073,1.85009,-11.17843,1.57998,0.21860,2.08024,0.93698,54.96139,4.80235,68.12332,46.54859,988.00189,300.79496,1534.09338,342.63275,-920.59649,349.88467,-296.36087,-1836.03784
139,3.9785611629486084,30000,-5475.21268,-1038.41224,-5.59747,0.00181,3.97535,0.00133,-5506.36762,-5.11340,0.02314,-5.04903,-5.20256,4337.46471,74.95919,4468.02734,4209.49707,-361.69692,4.54451,-349.21179,-372.86252,3686811.25625,67034.34638,3834668.50000,3548578.50000,10119778337.28000,902404842.70158,13031799808.00000,7373960704.00000,10539325309.44000,960928593.50744,13333216256.00000,7522982400.00000,6.34702,1.41443,10.73471,2.67905,196865105141.76001,53757277177.75057,402484625408.00000,104084119552.00000,190816572293.12000,55118829591.80186,429932085248.00000,95273738240.00000,1.30056,0.04077,1.40929,1.18497,1.56884,0.04557,1.69779,1.44335,2.00000,0.00000,2.00000,2.00000,-11.38257,4.65658,-6.25695,-20.00000,49.18972,0.53112,50.65373,47.76976,19.00848,0.37303,19.95264,17.72203,79.52888,16.56442,130.77740,65.06155,-2.42043,2.19697,2.39232,-10.05859,1.60669,0.21413,2.26156,1.01287,55.10387,4.67348,68.61749,46.83048,981.59187,300.20617,1534.09338,400.99500,-926.02099,341.19099,-324.38654,-1836.03784
140,3.6404435634613037,30200,-5478.26419,-1000.31361,-5.69087,0.00203,3.63702,0.00134,-5494.75795,-5.11161,0.02463,-5.04669,-5.15977,4605.22062,79.62835,4743.82764,4469.36963,-363.91686,4.77105,-348.00204,-378.44586,3912121.09125,71200.39915,4075044.75000,3764485.25000,11433955968.00000,993492592.13696,14468390912.00000,8964373504.00000,11878838876.16000,983712845.67464,15210640384.00000,9317213184.00000,6.70339,1.43934,13.06552,3.32450,228862260387.84000,64720646082.89590,482317074432.00000,119583072256.00000,221743747317.76001,54536043974.19007,385216970752.00000,113841995776.00000,1.29804,0.04063,1.42524,1.18079,1.57186,0.04370,1.67089,1.41909,2.00000,0.00000,2.00000,2.00000,-11.25684,4.58475,-5.98879,-20.00000,49.14619,0.55458,50.78850,47.37764,19.04155,0.37960,20.03984,17.72763,79.85238,15.82451,130.43933,65.13000,-2.05117,2.12852,2.14204,-10.18109,1.58181,0.21079,2.07076,0.95660,55.24052,5.12556,76.32339,46.41311,979.22743,306.63078,1534.09338,346.24789,-916.31502,356.91659,-314.11990,-1836.03784
141,4.001213312149048,30400,-5483.19982,-1094.57637,-5.69891,0.00177,3.99826,0.00114,-5456.50370,-5.10946,0.02275,-5.04020,-5.16494,4889.26739,84.46975,5036.24951,4745.24854,-365.89315,4.50064,-352.51187,-378.89767,4150759.94625,73764.69511,4324089.50000,3983302.50000,12961144432.64000,1192061606.11045,16356548608.00000,9977476096.00000,13477800919.04000,1173511132.80052,16799498240.00000,10675949568.00000,7.00400,1.64065,13.97181,3.04354,250324666040.32001,60525895418.81292,475036483584.00000,113649205248.00000,248119803863.04001,61162186219.25105,470661857280.00000,99997294592.00000,1.29155,0.03924,1.41084,1.19156,1.57688,0.04120,1.68674,1.45922,2.00000,0.00000,2.00000,2.00000,-11.37053,4.52347,-5.77894,-20.00000,49.07483,0.51811,50.59562,47.61753,19.09588,0.37718,20.15389,18.02727,78.46684,15.19259,130.67484,65.20270,-2.09476,2.07950,1.90076,-12.52735,1.57400,0.21167,2.09945,0.92114,55.73512,5.23609,69.47849,45.39887,1011.54002,293.13495,1534.09338,352.79767,-961.69370,338.91501,-335.35870,-1836.03784
142,3.982726812362671,30600,-5488.26833,-1027.88196,-5.60361,0.00195,3.97943,0.00130,-5507.98047,-5.10819,0.02243,-5.05586,-5.16800,5190.77110,89.64791,5346.96729,5037.75293,-368.68610,4.36658,-357.86703,-381.48111,4408703.76000,79152.55341,4574779.50000,4256953.50000,14536577003.52000,1165790538.68971,19070691328.00000,12013466624.00000,15176609986.56000,1168621870.05522,18163077120.00000,12324502528.00000,7.34776,1.74575,13.18722,2.79859,283431678115.84003,77664141445.86081,567917477888.00000,154583056384.00000,290869091532.79999,78580125868.37396,586875797504.00000,146822725632.00000,1.29531,0.03483,1.40017,1.19605,1.57337,0.03699,1.71027,1.46361,2.00000,0.00000,2.00000,2.00000,-11.52785,4.59370,-6.08658,-20.00000,49.10001,0.49809,50.53753,47.87550,19.07199,0.34587,19.76775,18.08916,78.56243,14.98017,130.75542,65.20808,-2.30084,2.13238,1.82700,-10.32236,1.58966,0.20359,2.10395,1.05778,55.11421,5.10740,68.42393,46.56645,966.03812,311.31731,1534.09338,364.03467,-917.62667,340.40796,-312.11511,-1836.03784
143,4.086038589477539,30800,-5480.40425,-949.20231,-5.63781,0.00179,4.08285,0.00134,-5402.66491,-5.10944,0.02315,-5.04665,-5.16577,5511.34493,95.41191,5677.28271,5348.57373,-371.60129,4.52778,-359.85870,-384.06860,4678637.88750,84608.35090,4848200.50000,4503981.50000,16383955717.12000,1357916381.35189,20390971392.00000,12729459712.00000,17119798717.44000,1491745354.49157,20615747584.00000,12908063744.00000,7.96491,1.83004,12.96424,3.37125,299785132605.44000,72373190419.52394,491955519488.00000,125395369984.00000,307323704360.96002,78443377153.29475,530715869184.00000,141903478784.00000,1.29660,0.03766,1.40461,1.18317,1.57153,0.04059,1.70151,1.44474,2.00000,0.00000,2.00000,2.00000,-11.06722,4.51101,-6.12641,-20.00000,49.13869,0.52124,50.59600,47.72527,19.05096,0.36479,19.92935,18.07287,78.21128,13.78768,129.85063,65.15462,-2.20990,2.45685,2.74150,-11.16646,1.62096,0.22429,2.22324,0.96092,54.91750,4.94116,69.06038,46.02400,966.62531,301.44342,1534.09338,366.15414,-917.78778,363.26107,-283.62961,-1836.03784
144,3.794323444366455,31000,-5479.95000,-1030.63723,-5.59645,0.00177,3.79114,0.00134,-5407.08062,-5.10884,0.02384,-5.04215,-5.19284,5851.76334,101.21349,6027.99805,5678.98291,-374.09783,4.93050,-361.37436,-388.53290,4968008.94250,90774.86339,5174818.50000,4782338.50000,18659537822.72000,1603108903.14553,25190823936.00000,15158394880.00000,19488299023.36000,1633150789.60681,23788847104.00000,15739350016.00000,8.39569,1.89069,16.29219,4.34258,334336644874.23999,85311291419.39984,606582210560.00000,171545903104.00000,352529061478.40002,98919521273.20988,710873448448.00000,164279107584.00000,1.29752,0.04067,1.39998,1.19211,1.57040,0.04304,1.68163,1.46238,2.00000,0.00000,2.00000,2.00000,-11.16621,4.47038,-6.08075,-20.00000,49.12840,0.56190,50.68533,47.60195,19.04887,0.38988,20.00351,17.95296,78.72286,15.58202,130.49213,65.24817,-2.15438,2.30970,2.14792,-12.46037,1.60564,0.22286,2.11039,0.98361,55.12586,4.85140,72.07423,45.79074,984.63886,293.36837,1534.09338,345.56299,-937.73212,345.80669,-324.47171,-1836.03784
145,3.934316873550415,31200,-5481.02519,-1040.09436,-5.59995,0.00175,3.93115,0.00134,-5451.25039,-5.10521,0.02447,-5.04939,-5.17952,6213.02742,107.39960,6399.95166,6029.80371,-376.14252,4.57458,-365.07779,-386.80246,5268946.81500,94619.09182,5481010.00000,5078503.50000,21277276113.92000,1942534296.90568,26894118912.00000,16072714240.00000,22209761356.80000,2056547221.29809,28355995648.00000,14862621696.00000,9.07786,2.08223,17.84455,4.54714,390795835719.67999,93638307890.34631,677073977344.00000,195101065216.00000,386668115230.71997,96504881297.83768,700765831168.00000,188385820672.00000,1.29472,0.03659,1.38274,1.19725,1.57191,0.04084,1.68636,1.46899,2.00000,0.00000,2.00000,2.00000,-10.88873,4.27839,-5.76698,-20.00000,49.06668,0.51653,50.34077,47.82914,19.08565,0.35577,20.05698,18.15742,77.58046,14.28882,130.68390,65.26421,-2.36518,2.33444,2.17259,-10.17408,1.59133,0.20996,2.09309,0.96180,55.36210,5.02203,73.38115,47.03885,1008.44816,311.34072,1534.09338,363.24994,-961.84702,383.77218,-340.30988,-1836.03784
146,4.012143611907959,31400,-5481.74245,-1014.28171,-5.59999,0.00197,4.00875,0.00136,-5545.97499,-5.10973,0.02459,-5.01181,-5.17827,6596.57083,114.05881,6795.31641,6401.86865,-379.20227,4.58196,-367.75034,-390.40869,5597121.83250,100811.05521,5805371.50000,5393267.50000,24225444782.08000,2222802448.41580,30263590912.00000,18151385088.00000,25148237056.00000,2351539528.72667,31410862080.00000,19416037376.00000,9.44990,1.84515,13.73018,4.49354,414721021214.71997,111936041944.77367,832016351232.00000,216104206336.00000,398683396177.91998,105669539719.48402,696685690880.00000,158807326720.00000,1.29320,0.04072,1.41089,1.17438,1.57446,0.04417,1.70345,1.46007,2.00000,0.00000,2.00000,2.00000,-10.85591,4.25062,-5.98879,-20.00000,49.12123,0.51012,50.51158,47.80131,19.08149,0.36465,20.04317,18.00675,78.64589,14.38969,130.78311,65.10741,-2.04778,2.00863,2.06700,-8.85399,1.59211,0.21800,2.00740,0.96418,54.75907,4.92890,72.67875,46.13634,961.92670,302.96177,1534.09338,357.51675,-901.05315,347.12770,-287.29193,-1836.03784
147,3.9424595832824707,31600,-5485.01379,-933.13008,-5.07981,0.00176,3.93935,0.00129,-5555.90585,-5.10783,0.02636,-5.03373,-5.19023,7004.03516,121.01748,7214.55518,6797.36475,-380.96669,4.68463,-368.50922,-395.48853,5933619.42750,103997.20355,6149164.00000,5735709.50000,27691277260.80000,2472696937.20424,36436705280.00000,21848655872.00000,28807453655.04000,2639190289.52288,38108954624.00000,22319349760.00000,10.02523,2.37268,17.81625,4.49263,478892568494.08002,128410141202.88229,926954946560.00000,205797425152.00000,516241105387.52002,153632004277.16083,1112960925696.00000,262964445184.00000,1.28910,0.03913,1.38328,1.18542,1.57879,0.04022,1.69517,1.48659,2.00000,0.00000,2.00000,2.00000,-10.72313,4.17381,-5.88855,-20.00000,49.02873,0.52981,50.59120,47.71963,19.07734,0.35399,19.98900,17.91944,77.47916,13.73723,130.78018,65.28265,-2.49366,2.24529,2.44311,-11.81808,1.60497,0.22016,2.27540,1.04078,54.79688,5.08297,76.87949,46.53186,974.52043,320.18800,1534.09338,322.44174,-924.66560,380.42727,-281.70932,-1836.03784
148,3.9436826705932617,31800,-5486.60549,-1056.74007,-5.60001,0.00171,3.94057,0.00133,-5537.56834,-5.11218,0.02709,-5.04363,-5.19228,7436.13222,128.59098,7659.93652,7216.70898,-383.77172,5.18782,-367.86508,-397.72739,6301067.33750,115692.39597,6530040.00000,6034658.50000,30915261849.60000,2578037963.11232,41174134784.00000,25759340544.00000,32091450132.48000,2634305907.47698,41153642496.00000,26004762624.00000,10.72864,2.22301,16.31905,5.12926,559869391257.59998,151203800394.11813,1033197125632.00000,264845803520.00000,540138351656.96002,144456629651.06665,1143989862400.00000,235924553728.00000,1.29164,0.04296,1.39957,1.15948,1.57548,0.04404,1.73485,1.46754,2.00000,0.00000,2.00000,2.00000,-10.59001,4.12211,-6.06420,-20.00000,49.05434,0.57524,50.72298,47.32610,19.08838,0.38682,20.15488,18.24498,77.33040,13.30705,130.12341,65.16547,-2.63498,2.21257,1.96653,-9.77505,1.59180,0.24748,2.14429,0.86596,55.22921,5.70468,74.22012,45.19431,997.26443,309.19047,1534.09338,346.24789,-931.96567,378.47411,-287.79471,-1836.03784
