EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,forward_5_v2_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Alpha_Mean,Alpha_Std,Alpha_Max,Alpha_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/embedding_norm_Mean,Training/embedding_norm_Std,Training/embedding_norm_Max,Training/embedding_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
104,4.056169033050537,23000,-5442.14129,-1078.07168,-5.71456,0.00133,4.05341,0.00136,-5536.79370,-5.10916,0.02555,-5.03623,-5.16945,531.82992,9.21939,547.88116,516.10132,-272.75242,3.44947,-262.78781,-280.91641,457350.94281,8342.90934,472941.25000,440973.56250,145639632.64000,14221525.52683,187358256.00000,115159912.00000,150218445.12000,14358440.16416,207425616.00000,119695976.00000,0.74451,0.15478,1.14643,0.39814,4179101975.04000,1114640724.17055,7969299456.00000,2017765888.00000,4226605276.16000,1157923828.15224,8044820992.00000,1870656000.00000,1.31492,0.03890,1.40964,1.20191,1.55809,0.04534,1.71533,1.45436,2.00000,0.00000,2.00000,2.00000,-11.15781,4.57792,-6.11966,-20.00000,49.46037,0.52812,50.65930,47.83758,18.87368,0.37839,20.07368,18.02756,80.70227,18.18428,130.70522,65.04176,-2.24488,2.09494,1.93416,-10.31603,1.57568,0.23999,2.24153,0.87713,55.37554,4.76199,71.77817,46.64674,954.55543,290.98136,1534.09338,296.09940,-925.46809,362.77422,-312.11511,-1836.03784
105,3.830030918121338,23200,-5450.22249,-1050.02147,-5.62178,0.00170,3.82693,0.00133,-5440.92357,-5.10759,0.02391,-5.04135,-5.15844,564.75849,9.78503,581.78296,548.04633,-275.18411,3.39559,-266.48154,-285.82135,485465.77469,8944.14820,506164.59375,466295.59375,163409498.92000,15131267.16087,204785328.00000,133911704.00000,170904326.24000,16603190.17363,233723856.00000,134954704.00000,0.80348,0.16544,1.31944,0.35248,4888292230.40000,1334236630.13709,9754142720.00000,2293958144.00000,4960836113.92000,1312883570.95046,9269772288.00000,2126212864.00000,1.31352,0.03595,1.41336,1.22756,1.55846,0.03923,1.65012,1.45716,2.00000,0.00000,2.00000,2.00000,-10.98687,4.61228,-6.13403,-20.00000,49.43227,0.52903,51.00019,48.13339,18.88852,0.37004,19.94790,17.89572,78.38825,15.84873,130.86249,65.07014,-2.14241,2.16568,1.66905,-10.40890,1.60231,0.22340,2.11527,0.98846,55.43293,4.92950,69.71669,46.77188,960.50596,280.64681,1534.09338,383.07739,-927.67069,365.69417,-291.69495,-1836.03784
106,4.0866804122924805,23400,-5450.56526,-1050.95903,-5.62463,0.00173,4.08376,0.00114,-5486.70474,-5.11007,0.02384,-5.05069,-5.17732,599.70781,10.40209,617.82166,581.95746,-278.23442,3.49998,-268.80502,-291.32352,515785.91313,9250.22152,534568.81250,495656.21875,183104310.00000,15517030.20720,227320736.00000,146866288.00000,186814697.60000,16159546.84255,230644224.00000,145851248.00000,0.88151,0.18930,1.37192,0.42836,5443927484.16000,1485102546.15215,10054308864.00000,2517738240.00000,5347920533.76000,1301705771.56926,10565978112.00000,2595108864.00000,1.31668,0.03943,1.48947,1.23107,1.55622,0.04414,1.68099,1.36309,2.00000,0.00000,2.00000,2.00000,-11.12508,4.83596,-5.61552,-20.00000,49.50135,0.53256,51.74878,48.15083,18.86751,0.37311,19.89076,17.29091,80.14785,17.59289,130.61130,65.24150,-1.84403,2.10000,2.09506,-9.45747,1.59770,0.20741,2.07429,1.00095,55.24830,5.02268,74.26921,45.13371,929.82144,267.79534,1534.09338,328.74185,-908.60591,344.10277,-234.72142,-1836.03784
107,3.819939374923706,23600,-5463.52118,-1061.52453,-5.59847,0.00137,3.81714,0.00136,-5452.72102,-5.11282,0.02370,-5.04131,-5.17583,636.87045,11.05715,656.12604,618.00702,-281.16372,3.93015,-268.51520,-292.24127,547778.84125,10209.11268,570110.93750,527419.00000,202182887.04000,17727485.45503,258795216.00000,155196704.00000,210504154.32000,18657996.39134,254429952.00000,163996624.00000,0.89213,0.20341,1.55080,0.46199,5619978341.12000,1365244093.47151,9075501056.00000,2817076224.00000,6160485685.76000,1653319383.41855,10803524608.00000,2843857408.00000,1.32060,0.04099,1.43533,1.20367,1.55145,0.04187,1.65610,1.42573,2.00000,0.00000,2.00000,2.00000,-10.88073,4.65727,-6.08658,-20.00000,49.54997,0.59577,51.10291,47.72410,18.82038,0.40958,19.72796,17.58105,77.20307,15.30607,130.66705,65.09886,-2.20995,2.14373,1.84649,-9.84482,1.58667,0.22133,2.11664,0.96449,55.24444,5.17379,70.95860,47.25185,929.19438,299.53043,1534.09338,370.83743,-911.38875,403.35967,-321.01709,-1836.03784
108,3.800504207611084,23800,-5451.62170,-1088.92105,-5.60195,0.00152,3.79764,0.00130,-5375.70166,-5.11085,0.02252,-5.04770,-5.17367,676.32364,11.71979,696.72247,656.32257,-283.39234,3.43268,-274.03140,-292.87997,581063.41594,10534.50860,604362.43750,559823.00000,234161200.00000,19209250.35678,299624544.00000,186644352.00000,244942198.08000,19982197.43079,298558496.00000,192663024.00000,0.96307,0.20530,1.54487,0.47999,6512506995.20000,1863814980.41496,11827279872.00000,3053350400.00000,6929420002.56000,1830805170.47206,12428297216.00000,3157102080.00000,1.31363,0.03798,1.40710,1.21884,1.56233,0.04053,1.65787,1.45908,2.00000,0.00000,2.00000,2.00000,-11.68648,4.91256,-6.13798,-20.00000,49.49033,0.51736,50.89353,48.22781,18.85759,0.37927,19.72194,17.79210,81.31045,18.07328,130.75098,65.09014,-2.06899,2.44355,2.26664,-12.78959,1.58059,0.21202,2.35103,0.97231,55.37213,4.65307,70.37796,47.08858,919.44505,262.21680,1534.09338,361.92502,-907.95038,341.15840,-266.20511,-1836.03784
109,3.754390001296997,24000,-5452.30753,-1117.40460,-5.67571,0.00140,3.75160,0.00133,-5457.77424,-5.11251,0.02089,-5.05357,-5.16723,718.18983,12.46358,739.88861,696.93115,-286.48044,3.38228,-278.40756,-293.49973,617252.22094,11142.65307,639389.00000,593872.18750,260896260.08000,23393042.15083,318548704.00000,171764304.00000,271329967.92000,24701071.57731,338256736.00000,194637104.00000,1.01000,0.20970,1.50703,0.44842,7486954731.52000,2101872943.61172,14612477952.00000,3626829824.00000,7437569864.96000,2050369017.47371,14725779456.00000,3510539520.00000,1.31659,0.03774,1.39792,1.22113,1.56245,0.04346,1.65494,1.46052,2.00000,0.00000,2.00000,2.00000,-12.50881,4.98964,-5.68764,-20.00000,49.56257,0.49281,50.68196,48.32698,18.81590,0.37883,19.83352,17.87201,82.99244,18.29930,130.88223,65.20290,-2.04599,2.16547,2.11478,-11.27189,1.57218,0.21701,2.06510,1.02768,55.63140,5.24220,75.49524,46.48372,922.98402,275.93208,1534.09338,402.21973,-925.26153,373.34791,-270.65268,-1836.03784
110,3.8013696670532227,24200,-5456.89645,-910.52851,-4.32256,0.00141,3.79857,0.00132,-5479.56020,-5.11656,0.02471,-5.05346,-5.17929,762.76821,13.26965,785.85657,740.11200,-290.00934,3.61508,-278.71582,-300.38727,655791.24594,11441.21484,677698.06250,635096.68750,289060975.20000,24414340.43358,353080576.00000,233911456.00000,301057622.56000,25997052.19503,369470368.00000,237953952.00000,1.09694,0.24583,1.78375,0.51404,8379175463.68000,2447200463.19572,16897200128.00000,3614629888.00000,8570478967.04000,2526848997.53919,18242138112.00000,4063393536.00000,1.32482,0.03909,1.41053,1.21550,1.55309,0.04274,1.68359,1.45332,2.00000,0.00000,2.00000,2.00000,-11.97807,4.93063,-6.18222,-20.00000,49.69923,0.54047,51.25778,47.87094,18.78069,0.37941,19.60399,17.83066,81.54667,17.68089,130.79776,65.07040,-2.43888,2.20700,2.82729,-9.56962,1.57956,0.21830,2.04542,0.91603,56.24460,5.65174,74.00665,46.24483,953.81805,296.79373,1534.09338,300.54593,-961.57103,381.88504,-306.41064,-1836.03784
111,3.8782153129577637,24400,-5474.05286,-1086.14014,-5.56663,0.00153,3.87523,0.00138,-5458.35690,-5.11462,0.02248,-5.04689,-5.17849,810.06474,14.04371,834.51318,786.09308,-291.82219,3.46148,-281.18323,-300.50314,695673.65563,12515.65404,721782.43750,671495.68750,325828328.08000,31458412.59904,431154784.00000,246012576.00000,336247811.12000,30850312.39890,434133920.00000,257842992.00000,1.13418,0.24575,1.85970,0.54711,9255575703.04000,2586863969.85278,18623209472.00000,4520676864.00000,9151571626.24000,2276275731.38134,16252450816.00000,3870921472.00000,1.31857,0.03610,1.41874,1.21611,1.55615,0.04047,1.67424,1.45332,2.00000,0.00000,2.00000,2.00000,-11.53627,4.73739,-5.96263,-20.00000,49.57728,0.50707,50.88272,48.05166,18.83741,0.35165,19.85463,17.89110,80.33417,17.32563,130.62825,65.09584,-1.98513,2.07444,2.50526,-12.17505,1.59575,0.22022,2.19822,1.01405,55.45867,4.77401,69.08295,46.33537,939.50197,285.56253,1534.09338,331.11496,-925.82959,359.60177,-291.66949,-1836.03784
112,3.8189475536346436,24600,-5470.11457,-1104.28211,-5.59806,0.00134,3.81615,0.00138,-5483.07801,-5.11248,0.02513,-5.05323,-5.17916,860.18973,14.90416,886.13391,834.76312,-294.20321,3.60324,-284.69504,-305.93332,738556.01812,13100.54562,763943.12500,709148.68750,371774758.56000,31861850.21290,483133696.00000,288619392.00000,388915152.00000,32726678.10544,489765376.00000,305762112.00000,1.20763,0.26650,2.09550,0.56717,10147523614.72000,2709594051.90518,18355185664.00000,4942534144.00000,10667269747.20000,2767409602.48967,20649242624.00000,5044348928.00000,1.31811,0.03798,1.41299,1.19810,1.55593,0.04274,1.68121,1.45235,2.00000,0.00000,2.00000,2.00000,-11.76490,4.88802,-5.45854,-20.00000,49.54244,0.52277,51.16920,48.19247,18.84423,0.38140,19.92839,17.69602,80.43363,16.30449,130.49054,65.06226,-2.39515,2.23664,2.51127,-10.73503,1.58248,0.23262,2.18536,0.60588,55.65557,5.07733,71.22211,47.30672,946.08074,279.61329,1534.09338,400.99500,-936.82897,366.23078,-366.30927,-1836.03784
113,3.72086763381958,24800,-5471.92673,-1049.34017,-5.60301,0.00158,3.71815,0.00108,-5547.65331,-5.11135,0.02537,-5.04059,-5.17164,913.36687,15.80047,940.85034,886.39935,-296.33532,3.80915,-287.82666,-304.70389,783773.38313,13985.97972,814077.18750,754394.81250,432015178.88000,38101405.95970,527741536.00000,320921184.00000,450186560.32000,37387610.66859,532622944.00000,347677792.00000,1.27394,0.30748,2.50483,0.48586,11404476943.36000,2939670778.66365,19759812608.00000,4789929472.00000,11707908052.48000,3230031938.34420,20973996032.00000,5450158592.00000,1.31551,0.03927,1.41544,1.20507,1.55622,0.04122,1.68404,1.45946,2.00000,0.00000,2.00000,2.00000,-11.15959,4.56493,-5.96239,-20.00000,49.47216,0.55725,50.72216,48.18589,18.86911,0.41515,19.84009,17.60128,78.51292,14.59283,130.76459,65.09047,-2.30753,2.38638,1.87961,-11.49053,1.62812,0.23876,2.31946,0.95719,56.96871,5.47662,72.78069,47.13219,1040.85841,286.82396,1534.09338,349.00790,-994.32360,344.40514,-343.70282,-1836.03784
114,3.8498075008392334,25000,-5467.47526,-951.17345,-5.59859,0.00136,3.84722,0.00116,-5492.27894,-5.11325,0.02210,-5.04917,-5.17313,969.75866,16.79026,998.99255,941.13165,-299.15912,3.60127,-289.73169,-309.83725,832817.53250,15273.31159,865674.00000,801095.75000,483419479.68000,47498527.86614,640032768.00000,362198720.00000,503817734.88000,46059648.81303,671026624.00000,367762688.00000,1.34800,0.31665,2.31780,0.59185,12473398983.68000,3803601709.99665,33546917888.00000,6592330752.00000,12657369948.16000,3317628662.00914,21454129152.00000,6161864192.00000,1.31562,0.03943,1.42949,1.17589,1.55908,0.04507,1.69735,1.44362,2.00000,0.00000,2.00000,2.00000,-11.74514,4.93195,-6.08075,-20.00000,49.50383,0.50256,51.08740,48.18376,18.88437,0.36496,19.95537,17.51312,80.93044,16.59783,130.84952,65.10010,-2.25482,2.22504,1.54033,-9.97530,1.62935,0.24516,2.24786,0.86343,57.19866,5.26136,74.08180,46.39945,1039.75103,287.03386,1534.09338,412.20633,-982.81471,339.15097,-298.87085,-1836.03784
115,3.7551181316375732,25200,-5473.03666,-937.93186,-5.59993,0.00119,3.75256,0.00131,-5496.53764,-5.11719,0.02482,-5.04977,-5.17840,1029.76717,17.86413,1060.85278,999.29272,-302.36180,3.54580,-294.01962,-311.26096,884380.78312,16181.23119,915078.93750,851482.00000,534034579.84000,44942337.59463,677827776.00000,417503392.00000,559841290.40000,46835276.21117,686932288.00000,425120704.00000,1.46859,0.32201,2.45892,0.82906,13942192051.20000,3677209845.41659,31174420480.00000,6063331328.00000,14964481495.04000,3997181099.83460,32031141888.00000,6300238848.00000,1.32424,0.03844,1.43100,1.23443,1.54861,0.04383,1.68632,1.45042,2.00000,0.00000,2.00000,2.00000,-11.72353,4.89643,-5.88615,-20.00000,49.58909,0.49806,50.71420,48.43705,18.82986,0.37887,19.86078,17.80910,80.28618,15.71549,130.67766,65.15461,-2.11670,2.17666,2.17558,-9.47192,1.63643,0.23803,2.59165,1.07030,56.82868,5.29778,75.48310,46.36556,1005.34933,264.95336,1534.09338,346.24789,-961.22611,324.55615,-331.83795,-1836.03784
116,3.7732908725738525,25400,-5466.76191,-1081.32130,-5.62518,0.00172,3.77020,0.00129,-5423.95723,-5.11640,0.02232,-5.05930,-5.17337,1093.55697,18.98569,1126.61438,1061.17151,-305.39061,3.61319,-294.23203,-314.52759,939396.43156,17118.47932,974877.81250,906957.43750,605498043.84000,54858331.06924,779382720.00000,499920288.00000,628850650.40000,54104359.36466,791790784.00000,512496960.00000,1.53240,0.34023,2.51199,0.78583,15888891489.28000,4258213064.23226,33925257216.00000,6832439296.00000,15548900633.60000,4229527873.06934,29273319424.00000,7630535168.00000,1.32294,0.03683,1.41586,1.21712,1.55107,0.04029,1.65524,1.43855,2.00000,0.00000,2.00000,2.00000,-11.06099,4.58747,-5.95620,-20.00000,49.64749,0.49906,50.90950,48.12791,18.81699,0.37880,19.81761,17.76471,78.88156,15.77948,130.88260,65.03976,-2.19873,2.51006,2.67224,-11.77300,1.62665,0.23571,2.37466,1.03133,57.44868,5.17061,74.05615,47.92604,1029.45681,287.33228,1534.09338,324.70599,-1015.80700,345.33759,-335.35870,-1836.03784
117,3.7814462184906006,25600,-5463.03315,-1095.78215,-5.59663,0.00175,3.77835,0.00128,-5415.43339,-5.11362,0.02306,-5.05143,-5.17506,1161.19902,20.06946,1196.12329,1126.95239,-306.57879,3.76526,-295.71857,-317.69147,995430.99344,17842.29378,1030852.00000,960959.00000,695615342.72000,63171079.17661,873157120.00000,542723584.00000,718891227.20000,61681467.89244,882573952.00000,580833344.00000,1.59963,0.37097,2.85794,0.79357,18295115704.32000,5476496787.86165,41975689216.00000,8409321472.00000,17692755696.64000,4518636402.56211,36938964992.00000,8533590016.00000,1.31140,0.03797,1.43128,1.19579,1.56302,0.04481,1.68703,1.42139,2.00000,0.00000,2.00000,2.00000,-11.74197,4.99466,-6.29332,-20.00000,49.44469,0.52175,51.00124,47.86398,18.91638,0.36743,19.95744,17.85957,81.80877,17.87168,130.66881,65.63219,-2.46625,2.33406,2.01152,-14.60603,1.64992,0.24200,2.23217,0.98134,56.65329,5.08376,72.75087,46.42368,993.39081,304.92770,1534.09338,334.05585,-949.32506,364.19464,-283.11145,-1836.03784
118,3.833489179611206,25800,-5481.35787,-1067.66714,-5.71536,0.00169,3.83043,0.00132,-5558.94883,-5.11925,0.02213,-5.07137,-5.18364,1232.91109,21.34830,1270.07837,1196.48218,-309.80134,3.76050,-301.11911,-321.42831,1057659.11844,19089.56090,1098396.62500,1020417.93750,773768990.08000,68041187.59621,942348288.00000,599397504.00000,798269378.88000,65366084.71831,974619648.00000,620598464.00000,1.70581,0.41257,3.29773,0.73003,20751182005.76000,6088775353.56101,44042723328.00000,8389941760.00000,20561575234.56000,5528924337.31238,37353410560.00000,9586771968.00000,1.31833,0.03814,1.40389,1.22731,1.55443,0.04500,1.72601,1.45062,2.00000,0.00000,2.00000,2.00000,-11.19700,4.93591,-6.08075,-20.00000,49.53166,0.51458,51.10369,48.32602,18.88561,0.39515,19.80880,17.73755,79.33197,17.36554,130.79962,64.96708,-2.58739,2.41236,2.34962,-10.68030,1.64061,0.23539,2.24488,0.74740,56.84633,5.32714,78.40224,46.02547,1013.63481,301.25314,1534.09338,368.90390,-953.44421,339.28553,-314.11990,-1836.03784
119,3.809887170791626,26000,-5484.43651,-961.77778,-3.97355,0.00152,3.80717,0.00115,-5488.56069,-5.11681,0.02356,-5.05992,-5.16420,1309.11719,22.64015,1348.53650,1270.45935,-311.98397,3.57238,-302.86911,-322.10544,1122115.30250,20123.28554,1167776.37500,1085940.25000,872186405.76000,82087483.23085,1089344768.00000,684548928.00000,901183667.52000,85622428.09454,1105949568.00000,722555328.00000,1.85450,0.38680,3.24518,1.01148,22586906659.84000,5818358245.34328,43015761920.00000,10968663040.00000,22614663116.80000,6024942319.53699,41958776832.00000,9474676736.00000,1.31512,0.03972,1.42499,1.20625,1.55624,0.04584,1.66120,1.42730,2.00000,0.00000,2.00000,2.00000,-11.11734,4.78578,-6.08320,-20.00000,49.47210,0.49269,50.85340,48.03779,18.90266,0.37042,19.99340,17.70737,79.20943,15.83833,130.56578,65.14169,-2.21306,2.10500,2.58417,-9.42104,1.67556,0.22602,2.29023,1.08516,55.86936,5.07198,73.27161,46.66971,984.05855,292.62762,1534.09338,337.04855,-922.33252,330.46212,-320.32196,-1836.03784
120,3.8317983150482178,26200,-5484.11612,-1088.47118,-5.60129,0.00146,3.82919,0.00110,-5476.35624,-5.11673,0.02421,-5.05523,-5.19422,1389.96323,24.05756,1431.81665,1348.93909,-314.63500,3.92237,-301.77548,-325.81372,1190869.17500,20923.10111,1238241.37500,1150883.25000,982565496.64000,93297926.25845,1326053376.00000,795024576.00000,1025022380.48000,97778150.89843,1340596992.00000,804566464.00000,1.95782,0.42475,3.09786,0.52597,23258310952.96000,5801603636.99557,38960967680.00000,11826011136.00000,24328149703.68000,6253518345.21427,42861268992.00000,11985799168.00000,1.31687,0.04068,1.40667,1.20481,1.55507,0.04460,1.68238,1.44412,2.00000,0.00000,2.00000,2.00000,-11.53666,4.99426,-6.15158,-20.00000,49.47843,0.53480,51.00732,47.75763,18.87712,0.39444,19.87957,17.61990,79.28476,15.56202,130.81668,65.12556,-2.13399,2.10565,1.78330,-8.64906,1.64954,0.24705,2.20252,0.82901,56.99443,5.61577,74.84217,47.41851,1021.73147,295.68623,1534.09338,361.71707,-993.38861,356.84154,-297.69498,-1836.03784
121,3.862750291824341,26400,-5488.70910,-1056.21155,-5.60163,0.00149,3.85987,0.00132,-5504.28676,-5.11734,0.02286,-5.05172,-5.17331,1475.80443,25.53833,1520.30737,1432.24475,-317.40012,4.24007,-305.40857,-328.53290,1264158.72125,23528.52210,1315034.25000,1217624.62500,1117503179.52000,98122287.89753,1457045120.00000,839223680.00000,1165393479.04000,105232237.15658,1532059520.00000,921479680.00000,1.99653,0.41939,3.20305,1.05617,26499058237.44000,6361463340.72478,47206232064.00000,10963662848.00000,27134695700.48000,6825062785.48482,45718609920.00000,12896999424.00000,1.31797,0.04070,1.42316,1.18949,1.55671,0.04394,1.68546,1.42982,2.00000,0.00000,2.00000,2.00000,-12.10879,5.16377,-5.53138,-20.00000,49.50011,0.55896,50.86653,47.75480,18.86427,0.40580,19.84955,17.80436,81.76523,17.72309,130.83139,65.10182,-2.16925,2.35415,2.15420,-11.61254,1.62291,0.23982,2.15335,0.83945,57.59890,5.47583,74.03075,45.75978,1044.71668,291.29701,1534.09338,323.10300,-1005.44020,345.72968,-261.21445,-1836.03784
122,3.8928937911987305,26600,-5488.57430,-922.15641,-4.47502,0.00155,3.88993,0.00135,-5481.72997,-5.12262,0.02427,-5.04955,-5.19522,1567.12559,27.15968,1614.40247,1520.76404,-320.37836,4.28574,-310.27951,-331.26300,1343083.50812,24346.17227,1394590.00000,1293161.87500,1251634695.68000,120684401.75545,1636876544.00000,951636800.00000,1310280405.76000,119219807.04626,1575143808.00000,1032986432.00000,2.14077,0.46282,3.74226,1.07176,30984062376.96000,8715304451.56877,53720174592.00000,13420329984.00000,31094228316.16000,7921053398.96549,53516722176.00000,14284911616.00000,1.32019,0.04147,1.42230,1.18053,1.55292,0.04463,1.69873,1.42224,2.00000,0.00000,2.00000,2.00000,-11.73564,4.90695,-5.75175,-20.00000,49.55010,0.57395,50.93234,48.09913,18.85328,0.41162,20.32623,17.94497,79.71607,16.06069,130.75563,65.16161,-2.27484,2.28614,2.46501,-11.19417,1.63822,0.25255,2.26346,0.71800,57.15957,4.92456,78.02779,47.02686,1036.54121,282.48841,1534.09338,332.14340,-1004.18584,319.57524,-271.93375,-1836.03784
123,3.8468987941741943,26800,-5480.92706,-1067.39346,-5.58963,0.00176,3.84378,0.00129,-5471.18091,-5.11577,0.02525,-5.05048,-5.17816,1664.05591,28.82220,1714.22009,1614.88684,-322.71012,4.19834,-309.00699,-331.66736,1425360.52313,25589.02845,1472333.87500,1368097.25000,1418481541.44000,133748651.09825,1782712320.00000,1056455488.00000,1475663341.44000,140224867.84003,1889364864.00000,1146313088.00000,2.34297,0.49264,3.95529,1.21209,34809471877.12000,10056938336.15821,63306145792.00000,15250734080.00000,33977666816.00000,9078023833.29713,58809188352.00000,14533115904.00000,1.32094,0.04282,1.41929,1.17639,1.55086,0.04642,1.76082,1.43884,2.00000,0.00000,2.00000,2.00000,-11.26856,4.61535,-5.30123,-20.00000,49.51207,0.55603,50.61598,47.73108,18.85123,0.39613,19.84342,17.79477,78.66873,14.76471,130.72234,65.12209,-1.80669,1.97616,2.22012,-9.25246,1.66425,0.22784,2.27264,0.87676,55.55572,4.92217,71.17451,45.37530,986.11396,300.83934,1534.09338,345.35385,-935.37121,354.80701,-348.19269,-1836.03784
124,3.890941619873047,27000,-5484.85393,-1094.44705,-5.61898,0.00140,3.88821,0.00127,-5531.54763,-5.11827,0.02385,-5.05495,-5.17967,1766.94833,30.61866,1820.23438,1714.73413,-325.35765,3.97326,-311.43063,-335.31592,1512543.98750,26678.28052,1557860.25000,1456973.25000,1618004649.60000,141058436.69843,2112463744.00000,1247257472.00000,1685309473.92000,143331246.20827,2078080640.00000,1275758976.00000,2.51787,0.57582,4.48716,1.10473,39457203368.96000,10788196995.64937,80385622016.00000,16217676800.00000,38804407306.24000,10433524437.83009,73594912768.00000,17839898624.00000,1.31601,0.04103,1.40259,1.18274,1.55528,0.04502,1.67093,1.45840,2.00000,0.00000,2.00000,2.00000,-10.77562,4.23338,-6.28491,-20.00000,49.51705,0.52302,50.73694,47.80607,18.88353,0.38887,19.96091,17.93674,78.27706,15.17033,130.63489,64.97157,-2.18952,2.25229,3.47137,-8.83829,1.66148,0.23692,2.37215,0.99608,56.41650,5.30391,71.97900,46.57469,1021.05647,293.79956,1534.09338,324.70599,-967.10826,354.47226,-362.61884,-1836.03784
125,3.9211695194244385,27200,-5477.21645,-969.34412,-5.59789,0.00152,3.91827,0.00131,-5420.16282,-5.11529,0.02166,-5.05220,-5.17192,1876.19946,32.48618,1932.69910,1820.77869,-327.77603,3.85981,-317.79248,-338.89078,1605110.36187,28540.69707,1658463.00000,1549172.00000,1838235801.60000,189285334.08856,2467433472.00000,1467535744.00000,1900832359.68000,179235674.29841,2452323584.00000,1530416768.00000,2.63573,0.55284,4.23846,1.38218,45535539036.16000,14766867888.65803,114258755584.00000,20286380032.00000,45226758082.56000,13786755483.45047,81895522304.00000,20521986048.00000,1.31732,0.03958,1.42111,1.20207,1.55412,0.04198,1.64384,1.44558,2.00000,0.00000,2.00000,2.00000,-11.24075,4.57606,-6.04437,-20.00000,49.49161,0.51182,50.89392,48.21994,18.87853,0.39081,19.77137,17.78260,79.64955,15.51714,130.59544,65.03201,-2.04238,1.97275,2.65726,-10.70353,1.63818,0.22824,2.17716,1.00871,56.14428,5.34043,73.19069,46.98976,981.57437,311.93304,1534.09338,346.99710,-935.30130,363.80081,-331.83795,-1836.03784
126,3.865057945251465,27400,-5482.71276,-987.60665,-5.63116,0.00145,3.86228,0.00128,-5478.92039,-5.11767,0.02212,-5.06097,-5.16738,1992.11418,34.49589,2052.17212,1933.27795,-330.56873,4.02233,-319.13028,-342.30637,1704332.30563,31112.11545,1772277.37500,1639700.50000,2038392199.04000,179640526.94183,2476317952.00000,1579258112.00000,2125731070.72000,199509600.71162,2660748032.00000,1708207488.00000,2.80982,0.69673,5.37565,1.66420,48439197736.96000,11908420896.44814,86987431936.00000,23815129088.00000,47655236423.68000,12257532828.24220,77688586240.00000,22396200960.00000,1.32113,0.03805,1.42199,1.21587,1.55235,0.04187,1.69382,1.45747,2.00000,0.00000,2.00000,2.00000,-11.66189,4.83303,-6.09355,-20.00000,49.51585,0.51427,50.90240,48.15073,18.86295,0.37095,20.02314,17.63139,79.80207,16.97190,130.85158,65.07926,-2.31393,2.26353,2.21435,-9.41111,1.65147,0.22542,2.23404,1.05942,55.82261,4.90770,74.26919,45.58090,979.19431,298.06082,1534.09338,280.74438,-928.59205,330.84781,-251.38225,-1836.03784
127,3.8446357250213623,27600,-5484.86344,-959.58547,-5.59999,0.00146,3.84179,0.00132,-5436.94013,-5.10899,0.02468,-5.03418,-5.16731,2115.18757,36.58290,2178.87817,2052.78979,-332.49781,4.17226,-318.54224,-343.06760,1807946.27250,32836.65589,1872647.25000,1733066.37500,2332864197.76000,198915505.46525,2761186560.00000,1887906048.00000,2425129480.32000,208568128.86406,3061897728.00000,1911060864.00000,2.98793,0.60015,4.59137,1.30475,55213310679.04000,13224363298.01251,92183109632.00000,24262580224.00000,55571243141.12000,13625050799.99724,99696951296.00000,28825556992.00000,1.31295,0.03854,1.42845,1.16164,1.55587,0.04271,1.72916,1.41284,2.00000,0.00000,2.00000,2.00000,-10.74355,4.36493,-5.71338,-20.00000,49.42706,0.52885,50.69138,47.76040,18.91874,0.36108,19.93519,17.98110,77.86014,14.57651,130.07199,65.27988,-2.16926,2.32214,2.39970,-12.07838,1.62784,0.20688,2.16975,1.01311,56.87974,4.91453,73.00690,47.53101,1065.74328,293.04888,1534.09338,381.31143,-1024.57114,367.75884,-320.32196,-1836.03784
