EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,jump_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Alpha_Mean,Alpha_Std,Alpha_Max,Alpha_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_state_norm_Mean,Training/pf_state_norm_Std,Training/pf_state_norm_Max,Training/pf_state_norm_Min,Training/pf_task_norm_Mean,Training/pf_task_norm_Std,Training/pf_task_norm_Max,Training/pf_task_norm_Min,Training/pf_action_norm_Mean,Training/pf_action_norm_Std,Training/pf_action_norm_Max,Training/pf_action_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
1619,3.20953631401062,326000,-5271.46131,-1111.69378,-7.05216,0.00204,3.20623,0.00121,-4417.48568,-5.65821,0.06121,-5.50712,-5.81154,0.08880,0.00077,0.09012,0.08796,-0.09317,0.50048,1.01503,-1.63514,500.89307,1.49679,505.53888,497.46890,34.29797,2.37352,42.78395,28.85092,34.66584,2.38351,42.25238,29.76010,43.43282,1.20667,47.44466,40.93278,0.33046,0.16000,0.92210,0.12094,14.38855,0.38364,15.58883,13.55597,1094.27080,480.76454,2634.08276,360.32776,1043.49517,455.63399,2194.92676,334.25726,-1.48371,0.02444,-1.42572,-1.52211,0.17511,0.00452,0.18684,0.16121,-0.39406,0.24022,0.59104,-0.74261,-2.44157,0.16152,-2.13158,-3.17865,7.96130,0.20697,8.41762,7.32067,4.58536,0.13592,5.04105,4.29170,33.72144,4.68610,51.97598,25.82545,-4.80050,1.62165,-1.52390,-11.11899,0.03523,0.02292,0.08851,-0.01633,1.13951,0.01392,1.17934,1.10708,5.90461,0.78167,9.64798,4.54477,-5.86542,0.88102,-4.29843,-8.91034
1620,2.983532667160034,326200,-5290.25419,-1724.74048,-6.49812,0.00208,2.97994,0.00145,-3494.24462,-5.65972,0.05694,-5.51082,-5.80794,0.08954,0.00039,0.09002,0.08856,0.04509,0.40447,0.98573,-1.16361,501.05578,1.11756,504.33456,498.87848,35.46842,2.15602,41.85642,30.55869,35.02470,2.12074,43.06765,30.27415,43.17596,1.11409,45.79998,40.89126,0.35712,0.17997,1.16397,0.10942,14.31216,0.35264,15.19302,13.55008,747.43484,372.26576,2241.55664,381.20908,700.53653,347.04253,2339.77295,341.34454,-1.48801,0.01672,-1.45804,-1.52432,0.17273,0.00451,0.18542,0.16230,-0.41637,0.20747,0.48448,-0.74518,-2.44822,0.18075,-2.12566,-3.06494,8.01858,0.16760,8.40787,7.51741,4.60420,0.13956,5.07386,4.27940,33.97507,5.24235,70.97520,25.54388,-5.05265,1.64487,-1.93673,-12.29925,0.03295,0.02192,0.09576,-0.02177,1.14323,0.01337,1.18688,1.11197,5.99180,1.00102,10.81303,4.43739,-5.81176,0.83748,-4.45765,-9.51578
1621,3.2262661457061768,326400,-5641.73428,-1501.38625,-5.38978,0.00168,3.22303,0.00148,-7712.30292,-5.66360,0.06119,-5.53480,-5.87528,0.08957,0.00040,0.09031,0.08881,-0.04831,0.42158,1.03408,-1.03849,501.12860,1.09361,503.65195,498.18854,34.79918,2.13026,41.68975,29.04474,35.42951,1.97357,42.06146,30.10139,43.17822,1.10072,46.15227,40.44982,0.36046,0.18139,0.95912,0.10521,14.34603,0.34509,15.42180,13.48855,935.44439,445.16051,2435.94214,365.96481,931.99832,465.67324,2232.79028,338.74390,-1.48543,0.01688,-1.45528,-1.51888,0.17303,0.00392,0.18565,0.16517,-0.38620,0.20970,0.58303,-0.69896,-2.42379,0.14942,-2.14488,-3.16330,7.97994,0.17475,8.42858,7.56980,4.57888,0.12802,4.94197,4.25969,33.88812,5.03309,50.70694,25.33692,-4.86927,1.92121,-1.86250,-19.05228,0.02938,0.02346,0.08797,-0.04065,1.14105,0.01230,1.17508,1.11367,6.03827,0.96978,10.38258,4.31627,-5.91514,0.87842,-4.20584,-9.23911
1622,3.1260669231414795,326600,-5886.51368,-922.91192,-2.45549,0.00193,3.12289,0.00120,-7162.21053,-5.66007,0.05882,-5.45998,-5.79581,0.08910,0.00042,0.08974,0.08846,0.08899,0.38284,1.23947,-0.85442,501.02569,1.02444,503.34668,497.30679,33.86101,2.14170,39.54829,28.66321,33.81747,2.19135,39.09021,29.40288,43.40473,1.14548,46.41531,40.62424,0.39007,0.21724,1.05760,0.11794,14.40913,0.36825,15.48315,13.44159,1162.64234,435.70065,2303.26172,333.82724,1227.22753,428.26778,2255.78223,345.28583,-1.48421,0.00834,-1.46794,-1.50766,0.17478,0.00464,0.18520,0.16527,-0.39094,0.21451,0.54251,-0.75817,-2.44789,0.18324,-2.16487,-3.49947,8.03679,0.15830,8.51199,7.64560,4.60567,0.13608,4.96790,4.25440,33.59554,4.57647,55.54341,24.19293,-4.78383,1.46137,-1.96507,-9.79377,0.03017,0.01173,0.06361,-0.00354,1.14720,0.01400,1.18163,1.10854,5.90415,0.84685,10.40100,4.56199,-5.87986,0.82821,-4.27543,-9.55050
1623,3.204929828643799,326800,-5836.83382,-648.40933,-2.71841,0.00168,3.20196,0.00124,-3901.91193,-5.65420,0.05901,-5.45767,-5.81402,0.08955,0.00027,0.09003,0.08901,0.02634,0.36677,0.88564,-1.25144,501.10394,1.23562,504.39728,497.99997,34.79172,1.99418,40.95590,30.47965,34.71661,2.19313,42.75736,30.23298,43.28706,1.12159,46.88204,40.40290,0.33800,0.16996,1.08590,0.11418,14.33545,0.32226,15.25580,13.49088,740.17543,298.31280,2005.60510,368.47226,1049.92366,464.21080,2340.32715,346.46091,-1.48369,0.01239,-1.46560,-1.51339,0.17209,0.00443,0.18557,0.15996,-0.38738,0.22789,0.82033,-0.73674,-2.42400,0.17453,-2.09054,-3.16048,8.01089,0.15196,8.36634,7.48189,4.59634,0.12072,4.90791,4.25872,33.65299,5.30149,55.06818,26.08347,-4.80499,1.55349,-1.98718,-10.33698,0.03070,0.01821,0.07744,-0.01859,1.14489,0.01396,1.17379,1.10096,6.00081,0.94123,10.85276,4.41133,-5.93990,0.93974,-4.30080,-9.46127
1624,3.21679425239563,327000,-5651.22255,-496.95183,-3.64352,0.00189,3.21358,0.00126,-4815.39091,-5.64671,0.05532,-5.52948,-5.77526,0.08973,0.00033,0.09024,0.08909,-0.08274,0.34934,0.92104,-1.16470,501.07954,1.25354,504.29175,497.91650,34.96767,2.33052,40.46851,29.94432,34.18562,2.44749,43.83212,29.22361,43.60549,1.17973,47.31764,40.67148,0.37332,0.21914,1.13620,0.11751,14.42387,0.37543,15.55902,13.58678,1076.67692,451.68367,2253.41431,368.56979,1016.33582,433.56824,2233.15942,355.52417,-1.48083,0.00928,-1.45804,-1.49913,0.17527,0.00474,0.18761,0.16542,-0.39553,0.20559,0.68525,-0.74400,-2.42912,0.15821,-2.15920,-3.20241,7.96568,0.14492,8.38150,7.51577,4.58938,0.13882,4.96339,4.30092,33.55575,4.62106,50.78724,25.44473,-4.68765,1.52992,-1.70016,-8.94601,0.02933,0.02085,0.08242,-0.02767,1.14309,0.01344,1.18481,1.10070,6.00816,0.89153,9.05754,4.41107,-5.93022,0.85167,-4.39510,-10.53021
1625,3.210810661315918,327200,-5802.91296,-548.47895,-3.17438,0.00196,3.20733,0.00145,-5961.04694,-5.65790,0.06034,-5.50107,-5.85786,0.08903,0.00027,0.08944,0.08862,0.01606,0.32762,0.94341,-0.82196,501.28156,1.23750,504.78000,498.28720,35.53221,2.14789,44.42892,30.87302,34.75883,2.11222,40.38543,30.33707,43.40146,1.12359,46.68772,40.33270,0.35308,0.19764,1.24455,0.10176,14.42102,0.34661,15.59403,13.49153,754.03517,363.82172,2467.00879,351.24304,964.85150,439.90772,2090.44678,346.38370,-1.48262,0.01094,-1.45716,-1.50533,0.17758,0.00541,0.18919,0.16438,-0.41791,0.16697,0.14036,-0.74355,-2.45085,0.16979,-2.16762,-3.03950,8.00662,0.13544,8.39010,7.65953,4.59670,0.14278,4.93431,4.26584,33.37203,4.25860,51.86160,25.35766,-4.92403,1.61965,-2.20203,-10.75099,0.02927,0.02481,0.07728,-0.03263,1.14507,0.01273,1.17838,1.11251,5.92439,0.85944,9.88416,4.56218,-5.86681,0.85607,-4.49162,-10.19943
1626,3.238461494445801,327400,-5985.14654,-928.97526,-5.05496,0.00165,3.23527,0.00147,-7187.06324,-5.65245,0.05803,-5.49377,-5.80343,0.08849,0.00060,0.08931,0.08746,-0.02694,0.50075,1.30489,-1.30766,501.45331,1.53010,505.01270,497.79092,35.64272,2.16662,42.67187,30.64926,37.06782,4.41448,51.68426,29.95188,43.41145,1.15227,47.36399,40.00200,0.36460,0.18458,0.99130,0.09289,14.39464,0.34150,15.46766,13.49516,739.29127,369.34746,2376.56372,347.83124,1632.13036,814.05177,3639.28906,350.38358,-1.48143,0.02030,-1.43667,-1.51587,0.17460,0.00368,0.18367,0.16641,-0.40799,0.20462,0.51466,-0.70805,-2.47328,0.16872,-2.17130,-3.38810,7.98871,0.20644,8.53646,7.46091,4.60210,0.14233,5.04297,4.15596,34.25408,5.19034,57.56680,26.47382,-4.82400,1.59171,-1.74886,-10.20070,0.03332,0.01708,0.08357,-0.01593,1.14377,0.01383,1.18224,1.10454,5.91470,1.02305,11.63208,4.30896,-5.89784,0.81712,-4.52443,-9.10545
1627,3.1456644535064697,327600,-5748.33448,-1009.39768,-2.93679,0.00225,3.14189,0.00147,-4649.66233,-5.65741,0.05668,-5.53942,-5.80880,0.08776,0.00060,0.08899,0.08685,-0.05857,0.48370,1.02489,-1.36561,501.56418,1.26039,505.62643,497.76944,35.27602,2.02497,40.32172,30.86253,35.35165,2.49883,45.70403,29.91430,43.35881,1.30737,46.93893,40.35728,0.34642,0.18054,1.15427,0.09611,14.35203,0.33940,15.33950,13.54604,628.74217,244.07101,1435.03394,358.49255,949.09872,489.39449,2506.16772,315.64804,-1.48116,0.01710,-1.43831,-1.50529,0.17548,0.00352,0.18661,0.16720,-0.39355,0.25283,0.78757,-0.71909,-2.47215,0.16915,-2.10129,-3.31804,7.97572,0.19891,8.42052,7.43702,4.58421,0.13902,4.90816,4.29432,34.19804,6.21033,67.04683,24.74257,-4.86559,1.67943,-1.88848,-11.79925,0.03142,0.01959,0.08639,-0.03110,1.14279,0.01309,1.18157,1.11245,6.03489,1.03135,10.70315,4.46658,-5.82105,0.82830,-4.38594,-9.43708
1628,3.194930076599121,327800,-5555.27525,-631.91912,-5.13763,0.00191,3.19147,0.00148,-6251.43335,-5.63965,0.05995,-5.48988,-5.76022,0.08724,0.00062,0.08811,0.08623,-0.06009,0.45901,1.09058,-1.02315,501.53520,1.19624,506.13376,498.47678,35.00831,2.29590,44.41418,30.08021,35.19593,1.80625,40.71489,30.22316,43.22074,1.07020,45.94921,40.50771,0.35647,0.18836,1.12874,0.10413,14.35885,0.35630,15.50874,13.26591,723.22553,348.72552,2576.82397,356.80939,655.69931,236.32995,1499.91553,359.15402,-1.48408,0.01638,-1.45770,-1.51414,0.17426,0.00370,0.18459,0.16624,-0.40940,0.19777,0.32070,-0.73469,-2.46402,0.17103,-2.19129,-3.27699,7.97521,0.18809,8.44500,7.57901,4.57514,0.13364,4.93313,4.21924,33.51943,5.42637,66.54396,24.43741,-4.78596,1.46506,-2.37762,-9.63366,0.03491,0.01980,0.08790,-0.00985,1.14073,0.01251,1.17433,1.10486,5.94067,0.85116,9.54870,4.53923,-5.82259,0.80329,-4.35597,-10.02177
1629,3.1868841648101807,328000,-5667.45649,-934.17307,-4.11396,0.00225,3.18338,0.00121,-5539.29810,-5.66023,0.05655,-5.50154,-5.80374,0.08839,0.00053,0.08903,0.08720,0.09541,0.41032,0.98009,-1.15000,501.61427,1.13298,504.40323,498.47101,34.26517,1.99778,39.88974,30.00725,35.38075,2.36798,44.63910,29.72794,43.23407,1.25470,47.23874,39.35040,0.34646,0.19025,1.04285,0.08642,14.37001,0.36281,15.43038,13.31731,700.98752,276.80030,1562.09631,341.32715,806.48019,428.85059,2552.93896,342.33160,-1.48630,0.01277,-1.45998,-1.50999,0.17437,0.00514,0.18553,0.16212,-0.41854,0.22776,0.40031,-0.75257,-2.44044,0.16857,-2.12659,-3.12029,8.03917,0.16915,8.40398,7.52482,4.59929,0.14323,5.09337,4.28630,34.52476,5.73607,56.21188,24.14269,-4.70617,1.43841,-1.85346,-10.44241,0.03567,0.02035,0.08546,-0.02010,1.14572,0.01287,1.18186,1.11626,6.03077,1.03045,10.45864,4.39988,-5.87536,0.77278,-4.54360,-9.64685
1630,3.2618520259857178,328200,-5648.08201,-815.33213,-6.04987,0.00236,3.25789,0.00154,-3300.49981,-5.64780,0.05672,-5.51224,-5.78690,0.08738,0.00046,0.08869,0.08646,-0.18418,0.44407,1.19961,-1.32948,501.73686,1.09404,504.13809,498.97092,35.26112,2.09482,43.83707,30.25872,35.24873,1.91948,43.22644,30.07184,43.02023,1.20505,46.59720,39.59068,0.34260,0.17740,0.96346,0.09085,14.29947,0.36501,15.70878,13.43607,735.28979,374.90260,2492.41797,370.17929,655.96197,274.51279,2218.21826,350.87210,-1.47481,0.02023,-1.42755,-1.50909,0.17382,0.00415,0.18319,0.16386,-0.38137,0.20797,0.35703,-0.72201,-2.41653,0.15782,-2.16120,-3.05449,7.92431,0.18224,8.49126,7.45194,4.57979,0.14006,4.95892,4.17905,33.56936,4.70957,48.85991,24.41439,-4.71841,1.47190,-1.61603,-11.06743,0.03749,0.01701,0.07925,-0.00743,1.14239,0.01347,1.17690,1.10705,6.05089,0.96571,10.41526,4.55614,-5.80719,0.82649,-4.22927,-10.73833
1631,3.474280595779419,328400,-5367.41840,-1023.23932,-1.95057,0.00167,3.47104,0.00150,-4905.66683,-5.64914,0.05582,-5.50857,-5.81375,0.08706,0.00041,0.08808,0.08642,0.17176,0.43354,1.35045,-0.99015,501.89089,1.10196,505.01099,498.86661,34.38485,1.74281,40.37739,27.97807,35.12459,1.96041,40.60796,30.24140,43.00890,1.18728,46.44902,39.35254,0.34364,0.18328,1.00771,0.11973,14.30706,0.32829,15.15114,13.49821,684.97648,258.07227,1548.99158,316.18274,770.46476,390.87146,2389.44751,348.41464,-1.49609,0.01744,-1.45460,-1.53101,0.17422,0.00550,0.18561,0.16212,-0.40071,0.21513,0.41738,-0.74418,-2.44921,0.17202,-2.17914,-3.52932,8.07036,0.17767,8.55371,7.59366,4.58237,0.13344,4.95121,4.22384,34.26922,5.20509,56.51942,25.06429,-4.53237,1.53664,-1.57327,-10.33999,0.03332,0.01732,0.08534,-0.01197,1.14150,0.01399,1.18005,1.10963,6.03607,0.97650,11.22869,4.48894,-5.94137,0.91115,-4.73837,-10.12125
1632,3.3953897953033447,328600,-5413.49243,-638.16711,-6.54021,0.00185,3.39197,0.00149,-7622.95091,-5.64353,0.05816,-5.50619,-5.88399,0.08773,0.00056,0.08847,0.08694,-0.11108,0.45290,1.05057,-1.25541,501.83868,1.31029,505.06271,498.13174,34.47558,1.79146,39.40625,29.63968,34.93376,2.32187,44.39624,30.22763,43.10188,1.18678,46.30066,40.43443,0.33737,0.15730,0.87284,0.10715,14.33533,0.31123,15.22613,13.54398,649.15288,221.90072,1768.16467,356.02591,809.28299,454.51627,2593.46875,351.25934,-1.48106,0.01549,-1.44993,-1.51777,0.17761,0.00389,0.18747,0.16977,-0.38037,0.22220,0.58435,-0.71009,-2.42000,0.13672,-2.17791,-2.90405,7.95426,0.18623,8.43237,7.48264,4.56170,0.13723,4.97704,4.18140,34.24735,6.00261,66.32901,24.72760,-4.85970,1.54528,-2.31894,-9.55896,0.03683,0.02176,0.08864,-0.02336,1.14114,0.01340,1.17745,1.10192,6.03564,1.03093,10.39954,4.40822,-5.90146,0.87604,-4.30977,-10.04999
1633,3.435734748840332,328800,-5315.46441,-994.84470,-1.90294,0.00185,3.43261,0.00123,-2921.63164,-5.64584,0.05383,-5.50445,-5.78229,0.08792,0.00047,0.08848,0.08702,0.11953,0.43343,1.41804,-0.91324,501.90562,1.15656,504.76709,498.22119,34.76609,2.18806,45.14991,29.83592,34.75799,1.99246,40.11005,29.84627,43.06057,1.26500,48.74782,40.47755,0.34960,0.17995,1.15282,0.10800,14.36289,0.32685,15.25859,13.49548,785.73200,394.28535,2225.06909,352.30591,644.73394,251.27456,1450.27942,337.24176,-1.48898,0.01582,-1.46133,-1.52391,0.17759,0.00397,0.18798,0.16471,-0.41825,0.22265,0.52230,-0.76304,-2.50445,0.17683,-2.20988,-3.18410,8.04903,0.17816,8.58304,7.62378,4.57874,0.14181,4.97942,4.25998,34.14785,4.72326,48.84746,25.47810,-4.65786,1.58774,-1.58010,-10.71512,0.03336,0.01785,0.08437,-0.00738,1.14455,0.01213,1.17601,1.11324,6.00158,0.90218,10.66105,4.57146,-5.88436,0.88225,-4.25080,-10.73746
1634,3.176513433456421,329000,-5364.92297,-637.56624,-4.00637,0.00180,3.17314,0.00151,-5309.97654,-5.64223,0.05506,-5.53402,-5.78285,0.08858,0.00046,0.08919,0.08795,-0.02249,0.41665,1.29448,-0.99988,501.89005,1.16122,504.96475,499.04385,34.86567,2.66572,44.94299,29.20583,34.64679,2.14187,41.36577,29.66454,43.08904,1.20491,47.65770,40.43015,0.36943,0.20708,1.23433,0.11274,14.36632,0.34157,15.40387,13.43375,1128.73959,508.86243,2583.90820,331.05222,727.15595,378.52644,2052.59058,334.86346,-1.48852,0.01411,-1.46473,-1.52034,0.17462,0.00414,0.18688,0.16664,-0.40222,0.20347,0.34880,-0.75004,-2.44362,0.14334,-2.18938,-2.89397,7.99067,0.17183,8.53252,7.58758,4.56616,0.15356,5.05523,4.23321,33.50100,4.64376,50.66187,24.93002,-4.65974,1.43083,-1.80190,-10.52958,0.03761,0.01970,0.08992,-0.02044,1.13928,0.01414,1.17553,1.10293,5.92776,0.93114,10.20098,4.59975,-5.80733,0.69392,-4.44038,-8.20659
1635,3.2161614894866943,329200,-5034.74941,-553.26951,-5.65381,0.00178,3.21277,0.00153,-2659.31132,-5.64194,0.06227,-5.46389,-5.81265,0.08837,0.00028,0.08914,0.08803,0.08467,0.38789,1.05193,-1.03381,502.01160,1.22696,505.07846,497.75723,34.21895,2.12061,43.91623,28.94120,34.58394,1.85961,40.57598,29.82829,43.12357,1.15831,46.72203,39.68364,0.31064,0.15116,0.84770,0.09336,14.40069,0.36269,15.37901,13.49776,820.35066,384.60487,2506.00122,332.81329,673.32673,319.00795,1922.71704,338.56842,-1.48974,0.01094,-1.46632,-1.51056,0.17322,0.00470,0.18939,0.16298,-0.37033,0.23256,0.58767,-0.71685,-2.46698,0.15101,-2.17940,-3.05064,8.03490,0.15984,8.43385,7.57408,4.58626,0.14774,5.02342,4.14152,33.97905,4.66881,48.62871,24.06533,-4.78782,1.76101,-1.32342,-12.80365,0.02943,0.02096,0.07483,-0.02347,1.14334,0.01386,1.17448,1.10704,5.92022,0.95459,9.86186,4.41084,-6.03346,0.99680,-4.37286,-10.84174
1636,3.29435133934021,329400,-4861.87759,-1025.64113,-6.08265,0.00140,3.29140,0.00149,-5458.34506,-5.63526,0.05841,-5.47160,-5.77050,0.08820,0.00040,0.08916,0.08766,-0.10368,0.40127,0.87008,-1.26920,502.00243,1.23422,505.34384,498.33527,34.18568,1.82643,41.04429,28.90600,34.88298,2.34723,45.58506,29.30986,43.18664,1.13022,46.23584,40.62001,0.35658,0.18979,1.14994,0.10464,14.41711,0.38128,15.69493,13.58234,661.69569,205.16989,1254.54651,341.94296,906.01126,440.05000,2029.63086,339.35217,-1.48094,0.01400,-1.44903,-1.50922,0.17817,0.00543,0.19140,0.16490,-0.36287,0.24993,1.01334,-0.69850,-2.45733,0.18343,-2.13520,-3.27068,7.95718,0.16536,8.35749,7.47554,4.54532,0.13892,4.94938,4.09972,33.57249,4.73125,51.29398,24.38338,-4.75111,1.79281,-1.95440,-14.10752,0.02821,0.01864,0.07976,-0.02078,1.14158,0.01205,1.17390,1.11354,6.07807,1.04568,11.02279,4.65904,-5.83946,0.76612,-4.57355,-8.47176
1637,3.351713180541992,329600,-5011.20704,-1265.83984,-4.11668,0.00171,3.34840,0.00154,-6142.95685,-5.64383,0.05734,-5.49055,-5.78966,0.08773,0.00023,0.08810,0.08737,-0.05529,0.38021,0.95509,-0.90343,502.14113,1.30873,505.80524,498.54620,35.05283,2.17511,45.25277,30.36425,34.35884,2.16279,42.44380,29.47264,43.26342,1.21788,47.74829,39.19946,0.33995,0.16868,0.94358,0.10018,14.40034,0.31261,15.37527,13.50022,761.11699,362.34142,2334.09399,360.39975,744.96479,344.39886,2258.03198,331.94003,-1.48595,0.01277,-1.45167,-1.50724,0.17925,0.00518,0.19463,0.16870,-0.36848,0.24573,0.60902,-0.70031,-2.47779,0.17872,-2.20450,-3.20980,7.97725,0.15624,8.39184,7.62844,4.57988,0.14231,5.01213,4.28026,34.73197,6.05228,56.64090,23.19998,-4.72439,1.54874,-2.03951,-12.32245,0.03303,0.01507,0.07472,-0.00360,1.14110,0.01278,1.17903,1.10296,6.08365,0.95429,9.17578,4.61775,-5.98647,0.85752,-4.28719,-8.99564
1638,3.388094425201416,329800,-4776.53536,-685.87279,-3.62355,0.00167,3.38484,0.00151,-3904.71653,-5.64558,0.05473,-5.50818,-5.78047,0.08781,0.00030,0.08830,0.08730,0.08733,0.44185,1.36418,-0.99142,502.14263,1.26139,506.33633,498.99860,35.12384,2.00535,41.14537,29.63206,34.43347,2.31136,40.91378,29.46420,43.47224,1.15086,46.88008,39.87086,0.36722,0.19944,1.11513,0.09259,14.48385,0.36770,15.56897,13.59485,754.00748,363.77712,2097.45166,361.25415,1144.56016,443.23566,2257.43677,350.66180,-1.49437,0.01587,-1.46609,-1.53437,0.18160,0.00522,0.19308,0.16927,-0.40604,0.17920,0.18893,-0.73034,-2.49735,0.18679,-2.17655,-3.44236,8.03583,0.18160,8.56001,7.59227,4.57911,0.14909,5.00371,4.14195,34.21600,4.81127,51.66640,26.35563,-4.90606,1.64697,-1.90862,-12.77538,0.03310,0.01624,0.07869,-0.00719,1.13959,0.01445,1.18567,1.10023,5.96031,1.03373,12.57853,4.26876,-5.85257,0.79301,-3.94935,-9.74452
1639,2.8257882595062256,330000,-4696.11945,-694.27750,-5.32894,0.00173,2.82248,0.00150,-4735.13903,-5.63821,0.06246,-5.44604,-5.84027,0.08882,0.00031,0.08927,0.08830,0.00236,0.40773,1.02510,-1.28128,502.28028,1.27769,505.15088,499.56778,34.99774,2.18045,40.65837,29.15112,35.03721,2.07743,45.40220,28.66583,43.41878,1.30551,46.51928,40.31335,0.34340,0.17150,0.97187,0.12286,14.46153,0.37980,15.73560,13.47334,997.64384,472.78635,2320.14722,357.58258,747.64498,328.40255,2438.23364,339.30539,-1.49282,0.01440,-1.46770,-1.53154,0.17516,0.00368,0.18756,0.16778,-0.41606,0.21140,0.75617,-0.76236,-2.46706,0.20193,-2.15058,-3.47373,8.00091,0.16840,8.42243,7.46983,4.56670,0.13420,4.98674,4.14017,33.33967,4.68755,54.38398,24.51884,-4.72527,1.52751,-1.58631,-9.81797,0.03582,0.01663,0.07295,-0.00619,1.13814,0.01300,1.16684,1.10036,6.09428,1.10991,12.80969,4.51600,-5.81530,0.76770,-4.39367,-8.52634
1640,2.821680784225464,330200,-4964.46926,-955.19264,-3.54550,0.00167,2.81826,0.00167,-5983.99785,-5.64182,0.06509,-5.49325,-5.78546,0.08777,0.00065,0.08854,0.08687,-0.08264,0.41342,1.23664,-1.40927,502.05859,1.26352,505.36496,497.80038,35.10087,1.94393,41.13155,29.93898,34.41790,2.43385,43.15230,28.67316,43.32916,1.15481,46.99158,40.50882,0.35692,0.17919,0.95961,0.09955,14.46290,0.36619,15.64242,13.68518,691.38481,288.14268,1792.69897,349.97189,1081.97451,456.68587,2567.60815,336.56570,-1.48326,0.00959,-1.45175,-1.50353,0.17917,0.00487,0.18958,0.16867,-0.39482,0.20815,0.74804,-0.67479,-2.48994,0.20679,-2.20672,-3.36655,7.96596,0.16990,8.50652,7.42042,4.57984,0.13576,4.98926,4.17006,33.89762,4.71650,50.21070,25.79846,-4.82325,1.75312,-1.28239,-13.84437,0.03490,0.01629,0.07324,-0.00874,1.14107,0.01362,1.17592,1.09994,6.05552,0.99214,11.93222,4.32142,-5.84917,0.77876,-4.40883,-9.11924
1641,3.1018011569976807,330400,-5121.24652,-601.77145,-3.29367,0.00168,3.09882,0.00123,-6473.43947,-5.63965,0.06292,-5.45804,-5.79222,0.08715,0.00015,0.08733,0.08689,-0.02972,0.31775,0.77976,-0.98320,502.42378,1.11892,505.98203,499.86447,35.33845,2.08736,43.29782,29.26636,34.89890,2.10309,42.42085,29.47478,43.17376,1.14379,46.33671,40.51649,0.33613,0.19581,1.33663,0.10031,14.44440,0.32763,15.53893,13.58793,662.68677,312.14479,2502.34961,344.78110,790.90943,366.00444,2023.64624,346.87820,-1.48866,0.00940,-1.46945,-1.50855,0.17891,0.00569,0.19328,0.16715,-0.36917,0.25698,1.38111,-0.65770,-2.44398,0.15445,-2.17417,-3.13569,7.98780,0.13022,8.31938,7.59681,4.58484,0.13743,4.97014,4.23237,34.17964,5.74040,66.42412,25.15287,-4.99761,1.73420,-1.66239,-12.06076,0.03768,0.01794,0.08892,-0.00869,1.13821,0.01253,1.17828,1.11159,6.11332,1.04393,10.97973,4.43764,-5.86976,0.84359,-4.47960,-8.79995
