EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,jump_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Alpha_Mean,Alpha_Std,Alpha_Max,Alpha_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_state_norm_Mean,Training/pf_state_norm_Std,Training/pf_state_norm_Max,Training/pf_state_norm_Min,Training/pf_task_norm_Mean,Training/pf_task_norm_Std,Training/pf_task_norm_Max,Training/pf_task_norm_Min,Training/pf_action_norm_Mean,Training/pf_action_norm_Std,Training/pf_action_norm_Max,Training/pf_action_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
1596,3.16212797164917,321400,-4640.01375,-1079.87606,-5.64646,0.00180,3.15877,0.00149,-4888.78560,-5.66443,0.06017,-5.50053,-5.81373,0.08828,0.00025,0.08891,0.08793,0.07609,0.35576,1.10333,-0.93900,499.52652,1.16711,502.77121,495.60083,33.41274,2.22772,42.00957,28.39226,34.95478,2.40399,45.22214,30.20506,43.32058,1.10661,46.56460,40.23691,0.34751,0.18751,1.26505,0.11112,14.24202,0.32597,15.50599,13.36838,1224.06376,428.68756,2209.80859,439.44272,952.91589,488.40230,2225.01831,337.61432,-1.49052,0.00893,-1.46864,-1.50629,0.17464,0.00370,0.18316,0.16233,-0.46753,0.17577,0.34800,-0.74866,-2.39648,0.15344,-2.11851,-3.07253,8.03136,0.14659,8.45495,7.61309,4.55629,0.13272,4.93574,4.16091,33.85923,5.45008,61.29992,24.29068,-4.74252,1.62746,-2.07648,-11.61474,0.04465,0.01945,0.09670,-0.00663,1.14099,0.01248,1.17674,1.10255,6.05851,0.89771,9.61896,4.52411,-5.89471,0.80080,-4.47961,-9.55642
1597,2.7841899394989014,321600,-4752.14059,-1065.24772,-4.66717,0.00220,2.78066,0.00128,-5732.69948,-5.66610,0.05728,-5.51406,-5.84483,0.08926,0.00045,0.09001,0.08829,-0.07714,0.47172,1.42558,-1.66844,499.45896,1.25439,503.37582,495.75046,33.55161,2.46430,40.63349,28.60873,34.53544,1.88946,41.08189,29.96838,43.33058,1.12688,46.15702,40.22576,0.36730,0.17492,1.04352,0.12455,14.29478,0.37000,15.44658,13.52933,1215.10617,435.15347,2435.54517,352.01163,648.64481,263.68942,1694.99585,327.91071,-1.48091,0.01812,-1.44912,-1.52895,0.17558,0.00418,0.18916,0.16452,-0.45225,0.20739,0.57512,-0.77797,-2.40454,0.15947,-2.15115,-3.35399,7.96806,0.19527,8.58973,7.30772,4.57675,0.13908,5.04521,4.19975,34.59297,6.12778,68.04891,24.45638,-4.93137,1.71357,-1.98005,-10.21974,0.03626,0.01550,0.07246,-0.00809,1.14338,0.01361,1.18309,1.10808,6.04398,0.99319,9.60439,4.46194,-5.91408,0.93257,-4.57637,-10.61881
1598,3.142502784729004,321800,-4905.30958,-1091.55900,-4.95597,0.00200,3.13898,0.00148,-4990.13947,-5.66894,0.06058,-5.50686,-5.82287,0.08865,0.00056,0.08954,0.08770,-0.03939,0.46788,1.37445,-1.05586,499.63479,1.24137,503.36630,495.66309,34.46259,2.15129,40.64921,28.50850,34.84088,2.11080,40.28483,29.30545,43.12978,1.18499,46.40860,40.30760,0.33450,0.18869,0.98263,0.09625,14.27831,0.35140,15.28040,13.18954,737.03668,376.31475,2503.88623,349.75809,851.46193,434.30496,2052.50293,333.50818,-1.48116,0.01796,-1.44553,-1.51582,0.17509,0.00439,0.18505,0.16440,-0.39711,0.23072,0.66239,-0.70938,-2.40457,0.14860,-2.09339,-3.29413,7.98369,0.19315,8.56765,7.56261,4.57880,0.14717,5.01404,4.13346,34.24649,4.92648,55.45551,23.20351,-4.87101,1.69922,-1.08552,-10.58299,0.03656,0.02500,0.09751,-0.03237,1.14457,0.01368,1.18069,1.11135,5.98320,0.91388,8.82067,4.43683,-5.81652,0.81319,-4.20911,-9.20643
1599,3.1388368606567383,322000,-4807.56945,-1046.61637,-3.93183,0.00201,3.13557,0.00120,-4441.60388,-5.65619,0.05685,-5.52726,-5.83638,0.08808,0.00033,0.08873,0.08747,0.09350,0.43355,1.28724,-0.85856,499.55572,1.26404,502.85742,495.96896,34.23152,2.20853,40.32716,29.27167,33.78368,2.31066,42.11493,28.97478,43.21028,1.15465,46.42457,40.56410,0.35518,0.19057,1.12334,0.11232,14.29455,0.34761,15.42030,13.43240,1010.39962,473.73143,2199.31763,348.54764,1230.94753,423.70200,2337.96484,334.09363,-1.49060,0.01545,-1.46522,-1.53170,0.17343,0.00399,0.18348,0.16413,-0.39541,0.22393,0.50101,-0.72771,-2.39580,0.12937,-2.12243,-2.74118,8.03845,0.17835,8.52891,7.64631,4.56926,0.12716,4.97416,4.30784,33.63168,4.38250,58.79160,26.20833,-4.81738,1.70839,-2.02073,-11.15422,0.03888,0.01953,0.09413,-0.00551,1.14167,0.01374,1.18975,1.10145,5.85101,0.89233,9.27591,4.35809,-5.96959,0.95862,-4.39624,-10.48021
1600,2.707400321960449,322200,-4894.77624,-881.53719,-4.60295,0.00190,2.70421,0.00124,-6043.75154,-5.66004,0.05877,-5.52163,-5.81289,0.08943,0.00031,0.08978,0.08874,-0.00324,0.44010,1.03512,-1.10896,499.73505,1.39654,504.26300,496.68155,36.88765,3.82030,52.28746,29.72134,34.43013,2.37664,43.32700,28.86490,43.29515,1.19714,46.19322,40.32228,0.35197,0.19079,1.08377,0.09092,14.28622,0.35733,15.31045,13.32517,1163.69077,803.14162,3519.76929,356.26614,819.17353,406.11975,2356.96265,336.95624,-1.48714,0.01331,-1.45340,-1.51903,0.17059,0.00484,0.18462,0.16113,-0.42828,0.18570,0.11978,-0.75216,-2.38905,0.13783,-2.13219,-3.12911,7.99859,0.18229,8.42798,7.54013,4.56010,0.13550,4.95270,4.24575,33.75698,4.70480,51.06841,25.06894,-4.62385,1.55738,-1.43627,-10.04467,0.03605,0.01727,0.08551,-0.00365,1.13994,0.01326,1.17297,1.10281,5.86017,0.94147,10.76772,4.54795,-5.85770,0.75868,-4.52327,-8.62133
1601,2.8054378032684326,322400,-4871.40437,-840.56802,-4.84405,0.00171,2.80219,0.00147,-7041.75143,-5.66864,0.06019,-5.49910,-5.80425,0.08839,0.00036,0.08890,0.08781,-0.09162,0.41713,0.90977,-1.42781,499.79819,1.65471,503.95786,495.74985,37.73173,4.51392,50.21872,28.84752,34.39795,2.41081,44.88704,29.64969,43.41512,1.17786,46.96242,40.44345,0.35069,0.17582,0.93831,0.10463,14.28410,0.34987,15.17046,13.48498,2038.54171,758.36097,3627.24512,600.31787,949.48271,517.79177,2862.02222,330.75562,-1.47927,0.01401,-1.43789,-1.50795,0.17243,0.00511,0.18448,0.16170,-0.39535,0.23181,1.29192,-0.68596,-2.35652,0.12175,-2.10082,-2.79693,7.96221,0.17195,8.37412,7.41116,4.56996,0.13423,4.91117,4.27150,33.75973,5.17151,63.30376,24.42989,-4.84158,1.58557,-1.84020,-10.65653,0.03762,0.01810,0.08163,-0.01758,1.14371,0.01208,1.17781,1.11152,5.96467,0.75291,9.66458,4.50182,-5.79931,0.69699,-4.47538,-8.31650
1602,2.990999221801758,322600,-4887.24195,-1060.65247,-3.85174,0.00210,2.98763,0.00122,-3323.70159,-5.67214,0.06197,-5.48746,-5.82922,0.08754,0.00033,0.08813,0.08692,-0.00790,0.49504,1.72675,-1.16064,499.91711,1.48442,503.22250,495.93439,34.87743,3.56528,48.48190,28.69026,34.49458,1.82308,40.91986,29.94451,43.28634,1.15774,46.22477,39.95898,0.33964,0.19202,1.11674,0.11452,14.27889,0.32576,15.17350,13.13331,1493.58113,673.94297,3311.68457,382.90070,718.73669,322.34189,2081.94531,329.91080,-1.48128,0.01349,-1.45994,-1.52041,0.17338,0.00416,0.18688,0.16495,-0.41100,0.19916,0.38761,-0.77755,-2.40685,0.15890,-2.13499,-3.39552,7.99665,0.20323,8.70847,7.52223,4.58851,0.14425,5.07566,4.26218,33.80806,4.72652,52.44756,26.24878,-4.79693,1.86479,-1.86163,-15.01057,0.04114,0.01846,0.10198,-0.02535,1.14521,0.01440,1.19383,1.11063,5.94260,0.80167,9.15426,4.46795,-5.78415,0.74351,-4.43910,-9.65318
1603,3.0185463428497314,322800,-4998.87435,-865.44969,-4.90880,0.00156,3.01573,0.00121,-5137.81437,-5.65671,0.06373,-5.48937,-5.81153,0.08897,0.00094,0.09012,0.08758,0.17625,0.39300,1.15769,-0.78939,499.61503,1.33614,503.88034,496.07178,33.44128,2.03381,40.39414,28.34404,34.08761,2.33560,41.30279,29.36897,43.21254,0.98720,45.86231,40.87821,0.35173,0.17893,0.97892,0.10368,14.31013,0.35878,15.81543,13.39535,1244.89925,394.97304,2268.61084,465.86038,1002.50229,462.23717,2308.43896,343.94070,-1.49570,0.00906,-1.46960,-1.51249,0.17372,0.00563,0.19035,0.16359,-0.39737,0.18906,0.32285,-0.72435,-2.40341,0.13898,-2.19965,-2.95440,8.07263,0.16227,8.47610,7.67238,4.60952,0.14260,4.95689,4.30579,33.72846,4.32614,47.31229,25.79963,-4.64610,1.51961,-2.13019,-10.92032,0.04091,0.01843,0.09377,-0.00890,1.14333,0.01382,1.17932,1.10674,5.99408,0.87867,11.09542,4.47377,-5.86947,0.83152,-4.32190,-8.80795
1604,3.2375571727752686,323000,-5051.11991,-1079.65012,-6.44263,0.00190,3.23415,0.00145,-5099.43240,-5.66399,0.05243,-5.55149,-5.79652,0.08943,0.00038,0.08984,0.08854,-0.10230,0.36750,0.67341,-1.03264,499.77157,1.23831,503.49991,496.17740,34.46816,2.44075,46.67599,28.13997,34.33647,2.09953,46.87941,29.90587,43.27291,1.23941,47.19526,40.29471,0.34349,0.18604,1.06926,0.11264,14.25344,0.35393,15.42781,13.25903,967.12507,453.26732,2779.94556,371.66644,713.53985,318.16249,2125.62061,325.90683,-1.47694,0.01311,-1.45109,-1.50804,0.17310,0.00569,0.18651,0.16084,-0.39896,0.21121,0.57915,-0.74452,-2.36228,0.15465,-2.16090,-3.17612,7.95767,0.15221,8.27930,7.57392,4.58761,0.14260,5.14089,4.20329,33.68606,5.57465,61.42258,24.92665,-4.74628,1.45720,-1.91096,-9.19007,0.04818,0.01956,0.08860,-0.01738,1.14522,0.01271,1.17891,1.10785,5.90847,0.85370,9.24306,4.49449,-5.83576,0.79195,-4.40442,-8.37216
1605,3.2710182666778564,323200,-5116.44962,-1154.49733,-3.65537,0.00187,3.26763,0.00144,-4464.81643,-5.66956,0.06016,-5.48724,-5.83147,0.08844,0.00035,0.08945,0.08791,0.11717,0.41278,1.33158,-0.96195,500.07353,1.15610,503.62930,496.64337,35.29770,1.92583,40.68234,30.71581,34.04869,2.10691,40.40631,29.11865,43.21800,1.12250,46.16123,40.32537,0.32514,0.16046,1.05074,0.09660,14.25336,0.35035,15.33176,13.27984,722.61635,286.37126,1844.63611,366.20203,797.76490,368.83076,2021.58228,314.86841,-1.49117,0.01563,-1.46555,-1.52214,0.16928,0.00381,0.17899,0.15938,-0.42474,0.21961,0.49425,-0.73468,-2.41497,0.14196,-2.19204,-3.01760,8.04837,0.17026,8.55118,7.60363,4.58115,0.13303,4.90344,4.23044,33.47451,4.91000,53.83130,25.19390,-4.92429,1.51682,-1.87436,-9.76319,0.03615,0.01453,0.08258,-0.01445,1.14365,0.01302,1.17574,1.10565,5.87574,0.83063,10.05224,4.42592,-5.76432,0.71172,-4.56465,-8.03357
1606,3.0854413509368896,323400,-5054.72380,-954.41345,-7.94882,0.00163,3.08228,0.00147,-4271.52745,-5.66196,0.05611,-5.52032,-5.85151,0.08961,0.00031,0.09023,0.08916,-0.06171,0.41304,0.97830,-1.18940,499.88732,1.25184,503.10449,496.56305,35.25922,2.14869,47.13163,29.96912,34.44430,2.34708,40.94601,29.37784,43.17119,1.15572,46.12835,39.92527,0.36598,0.19562,1.15975,0.10653,14.30594,0.34899,15.56396,13.37450,746.21020,330.66330,2410.98291,362.08994,913.19376,486.74631,2478.50439,325.21533,-1.48329,0.01551,-1.46130,-1.52628,0.17141,0.00349,0.17918,0.16243,-0.41213,0.21534,0.57899,-0.77352,-2.42685,0.18680,-2.08525,-3.10135,7.97437,0.17122,8.40503,7.50580,4.56508,0.13927,5.15917,4.05073,33.88457,5.43546,59.48809,23.98673,-4.70082,1.51149,-1.81673,-9.99717,0.03832,0.01906,0.07619,-0.01762,1.14265,0.01314,1.18538,1.09935,6.02067,0.95118,10.55971,4.47235,-5.92501,0.80711,-4.47193,-9.04883
1607,3.2452592849731445,323600,-4944.86338,-1397.62012,-5.48839,0.00187,3.24211,0.00123,-4634.09527,-5.66509,0.05351,-5.54014,-5.80890,0.08915,0.00048,0.09024,0.08845,0.09512,0.43531,1.10493,-0.90347,500.05334,1.30058,502.91745,496.27109,35.27040,2.57121,47.74107,30.10795,34.30347,2.21075,44.99893,28.20573,43.19416,1.16144,46.36204,40.40584,0.36637,0.19816,1.02469,0.10877,14.29153,0.33979,15.44369,13.49639,893.21249,481.55426,2704.09644,357.55472,922.85492,439.98869,2059.88379,317.36118,-1.48662,0.01560,-1.45727,-1.51666,0.16868,0.00343,0.17768,0.15819,-0.38693,0.22343,0.52959,-0.75254,-2.44009,0.16820,-2.15298,-3.08982,8.03934,0.18002,8.45652,7.62650,4.58787,0.13741,4.94576,4.16780,33.53097,5.42342,66.76461,25.25764,-4.75402,1.52668,-1.89784,-9.16229,0.03931,0.02040,0.10283,-0.00344,1.14553,0.01263,1.17374,1.11392,6.16540,0.94359,10.25958,4.48931,-5.80371,0.79885,-4.39704,-9.57899
1608,3.221719264984131,323800,-4847.09264,-1542.96152,-8.59170,0.00199,3.21834,0.00132,-4012.43210,-5.66413,0.05880,-5.48639,-5.82497,0.08906,0.00065,0.09024,0.08802,-0.18840,0.37243,0.94842,-1.42442,500.30849,1.21167,503.63232,497.54776,35.99728,2.19674,42.16343,30.45233,34.55244,2.10657,44.10617,29.56557,43.19043,1.15442,47.28621,40.25388,0.33678,0.18157,1.01070,0.10051,14.24387,0.35709,15.25689,13.16181,845.51872,454.50866,2290.91382,343.14511,769.42169,367.67930,2236.99097,330.55939,-1.47171,0.00760,-1.45521,-1.49168,0.17325,0.00389,0.18516,0.16331,-0.39420,0.19797,0.26825,-0.70446,-2.41910,0.15742,-2.14759,-3.06423,7.92204,0.15394,8.39067,7.41104,4.57263,0.13936,4.95449,4.19472,34.16404,5.34650,65.00806,25.45561,-4.96108,1.77364,-2.12444,-11.36106,0.03605,0.02159,0.10624,-0.03579,1.14483,0.01269,1.17575,1.09788,5.94773,0.90702,10.40379,4.66254,-5.91506,0.84360,-4.30953,-9.20066
1609,3.228529214859009,324000,-5151.42689,-1303.40685,-3.65242,0.00207,3.22504,0.00135,-7484.94638,-5.66664,0.05963,-5.43135,-5.81561,0.08850,0.00031,0.08908,0.08795,0.03458,0.50433,1.40787,-1.38722,500.24781,1.18188,502.72150,496.31012,34.61861,2.21431,40.24172,29.62971,34.84634,2.34068,43.87225,29.20700,43.06495,1.12876,46.94517,40.43943,0.34578,0.17263,1.06469,0.10075,14.21294,0.34279,15.42970,13.35349,902.69976,436.19578,2250.42651,371.60416,952.76543,488.44282,2437.92480,326.11243,-1.48070,0.02212,-1.43695,-1.52202,0.17560,0.00502,0.18815,0.16306,-0.41546,0.17338,0.19939,-0.72814,-2.45922,0.17963,-2.17352,-3.06622,8.01414,0.20800,8.57957,7.42675,4.59684,0.13680,4.95916,4.30414,33.77585,5.03790,55.31483,24.96161,-4.73808,1.41735,-1.81382,-10.74493,0.03887,0.02031,0.09866,-0.01211,1.14720,0.01424,1.18193,1.11379,5.91930,0.83153,9.55513,4.28566,-6.01373,0.95705,-4.36950,-9.93686
1610,3.424694776535034,324200,-4877.68332,-714.48003,-3.36295,0.00189,3.42118,0.00156,-3306.31579,-5.65619,0.06100,-5.49138,-5.82327,0.08945,0.00048,0.09026,0.08833,0.10496,0.44576,1.07226,-0.93282,500.27596,1.29031,503.63791,496.74860,34.63072,1.84549,41.12523,30.01581,33.78228,2.51576,43.61327,28.13579,43.30089,1.17961,46.25669,40.46000,0.32553,0.17092,0.97489,0.09824,14.31052,0.33389,15.31706,13.35222,675.10939,234.03042,1518.56860,366.42456,1035.08435,472.56276,2194.55371,340.49225,-1.48811,0.01850,-1.45213,-1.51992,0.17158,0.00550,0.18684,0.15867,-0.43985,0.18576,0.54045,-0.71171,-2.44823,0.18102,-2.15973,-3.15042,8.04328,0.18461,8.44450,7.61238,4.57573,0.13159,4.93985,4.27341,33.58241,5.02563,56.85084,26.03845,-4.62805,1.55298,-2.02560,-12.18074,0.03976,0.02088,0.09169,-0.01233,1.14463,0.01228,1.17856,1.11153,5.97581,0.80140,8.60036,4.49186,-5.80487,0.76322,-4.46718,-9.86741
1611,3.39216685295105,324400,-4593.25837,-661.71125,-2.72298,0.00129,3.38931,0.00150,-4197.50198,-5.65978,0.06011,-5.48788,-5.84844,0.08942,0.00027,0.08976,0.08887,-0.02578,0.40155,0.92125,-1.11463,500.47808,1.10568,503.76846,498.06320,34.48832,1.82429,39.54455,30.20425,34.14617,1.75762,39.78681,30.08191,43.15080,1.18490,46.35265,40.62625,0.37308,0.20103,1.15319,0.13112,14.33483,0.35441,15.29245,13.54363,669.22723,256.64927,1469.24280,374.12943,642.64675,236.00538,1489.05798,342.76633,-1.47910,0.01636,-1.43691,-1.50883,0.17734,0.00519,0.18782,0.16469,-0.39691,0.17108,0.32887,-0.68474,-2.43238,0.17339,-2.17296,-3.14960,7.98928,0.16630,8.38133,7.53797,4.56647,0.13708,5.03233,4.22277,34.08887,4.89936,52.43138,24.91704,-4.74747,1.55170,-1.53266,-10.04424,0.03888,0.01699,0.08104,-0.01004,1.14556,0.01379,1.17976,1.11826,6.09223,1.03977,10.45440,4.51111,-5.92985,0.86921,-4.24535,-8.72740
1612,3.345889091491699,324600,-4732.32987,-609.09329,-4.76472,0.00158,3.34274,0.00150,-4714.41658,-5.65729,0.05743,-5.48780,-5.80361,0.08823,0.00057,0.08918,0.08760,-0.06311,0.42491,0.95621,-1.30558,500.51827,1.22217,503.45703,497.45010,34.95860,2.00507,44.41080,30.05347,34.66288,2.48868,43.76243,29.50638,43.34492,1.14732,45.96041,40.60894,0.33321,0.17492,1.04120,0.08591,14.32607,0.36062,15.36778,13.41630,695.89435,310.58680,2052.54297,357.66870,1069.05040,492.22847,2611.66211,347.66156,-1.48451,0.01655,-1.44239,-1.51963,0.17875,0.00337,0.18738,0.16854,-0.39324,0.19736,0.39070,-0.70976,-2.43591,0.17834,-2.14228,-3.19877,7.97385,0.17514,8.39375,7.46116,4.56133,0.13684,4.91829,4.18538,33.79627,4.70489,54.13579,24.84889,-4.72764,1.43492,-1.80993,-10.68291,0.03197,0.01911,0.08674,-0.02111,1.14076,0.01187,1.17523,1.11440,5.90155,0.85259,10.36427,4.57801,-5.83658,0.78353,-4.44522,-8.81653
1613,3.377403974533081,324800,-4658.41948,-903.99412,-5.74507,0.00206,3.37379,0.00149,-4398.71048,-5.65832,0.05657,-5.49560,-5.80657,0.08834,0.00021,0.08899,0.08803,0.08606,0.54576,1.68987,-1.35212,500.45852,1.20163,503.96872,497.12988,34.19334,2.24187,42.39467,29.28480,33.30018,1.78057,41.44156,28.20407,43.20597,1.13957,47.28382,39.50715,0.35487,0.18039,1.11353,0.10590,14.28559,0.37640,15.39539,13.22255,989.40233,487.62206,2166.72998,374.72079,770.91146,347.74076,2111.29443,332.32639,-1.48595,0.02314,-1.44959,-1.54812,0.17449,0.00331,0.18414,0.16709,-0.41520,0.19667,0.39842,-0.75443,-2.45630,0.16818,-2.18335,-3.07827,8.03543,0.22494,8.69605,7.44192,4.59171,0.13026,4.96097,4.22020,34.18151,5.59134,65.30611,25.60118,-4.88640,1.60769,-1.90645,-12.99177,0.03700,0.02041,0.08191,-0.01077,1.14575,0.01261,1.18096,1.10660,5.92139,0.73427,8.28105,4.60719,-5.96014,0.78002,-4.42597,-9.03024
1614,3.30686616897583,325000,-4815.62661,-1218.85372,-7.30056,0.00203,3.30331,0.00146,-6671.50364,-5.66194,0.06534,-5.49828,-5.81733,0.08977,0.00021,0.09007,0.08905,-0.00097,0.40062,1.07941,-0.98849,500.52648,1.17117,503.39786,497.66153,34.34235,2.13512,42.98979,29.81404,34.20989,1.82633,42.02000,29.19321,43.07367,1.22428,46.40638,39.75599,0.34421,0.18127,1.08364,0.08774,14.32753,0.36088,15.39644,13.46685,789.30770,366.49800,2391.80957,331.33606,710.44803,329.49294,2430.04004,331.79721,-1.48046,0.01547,-1.44829,-1.51882,0.17278,0.00433,0.18389,0.16062,-0.42279,0.17970,0.37645,-0.68969,-2.44387,0.15781,-2.15429,-3.21583,7.99953,0.16614,8.44619,7.58949,4.59322,0.13689,5.01691,4.28760,33.78302,4.84748,52.08792,26.17386,-4.97065,1.70458,-1.91345,-10.44678,0.03698,0.01581,0.08412,-0.00717,1.14550,0.01363,1.17738,1.11250,6.03449,0.91172,11.50085,4.17588,-5.84141,0.77892,-4.31628,-8.50067
1615,3.218409776687622,325200,-4813.55925,-1359.32121,-4.29781,0.00184,3.21498,0.00152,-4444.14283,-5.65605,0.05989,-5.49808,-5.84475,0.08850,0.00074,0.08949,0.08738,-0.14187,0.42035,0.99092,-1.34627,500.64829,1.18487,503.44736,497.65771,34.48579,2.30546,42.97894,29.19586,34.91284,2.14590,40.97799,30.14359,43.33609,1.21517,47.71603,40.24100,0.35032,0.17649,0.95105,0.11341,14.30150,0.37162,15.32109,13.24457,1086.26650,502.44574,2410.75952,349.65445,789.99067,401.80044,2245.75293,335.59729,-1.47391,0.01221,-1.45079,-1.50183,0.16937,0.00387,0.18075,0.16025,-0.39360,0.20780,0.34274,-0.76558,-2.42934,0.17743,-2.12763,-3.01981,7.94139,0.17324,8.40654,7.44614,4.59047,0.14841,5.07703,4.13649,34.40402,5.68942,64.49942,24.56731,-5.00470,1.56962,-2.30734,-12.88100,0.03364,0.01487,0.06892,-0.00515,1.14547,0.01385,1.18462,1.11192,5.89066,0.71029,8.40219,4.66040,-5.86324,0.81008,-4.45858,-8.90262
1616,3.2355809211730957,325400,-4922.87925,-771.63836,-4.75324,0.00208,3.23223,0.00122,-5364.72743,-5.65160,0.06117,-5.48829,-5.80609,0.08874,0.00049,0.08956,0.08778,0.16089,0.38976,1.24674,-0.79671,500.62481,1.38266,504.50479,496.76682,34.41083,1.90413,39.86585,29.45410,33.67022,2.38520,42.66078,28.54767,43.29312,1.25495,46.12967,40.10268,0.35569,0.18060,1.01111,0.12270,14.32027,0.33177,15.28823,13.51370,644.60300,250.38951,1621.02905,352.49875,1167.67462,460.52087,2366.83252,331.72147,-1.49365,0.01019,-1.46534,-1.52253,0.17073,0.00516,0.18329,0.15886,-0.42216,0.21593,0.43030,-0.73651,-2.42833,0.15742,-2.16149,-3.13292,8.06635,0.16094,8.51610,7.67059,4.58064,0.14734,5.11710,4.26870,34.29637,5.92835,70.57248,25.06947,-4.77189,1.44548,-1.97703,-9.41331,0.03271,0.01900,0.08075,-0.00480,1.14374,0.01340,1.18600,1.11101,6.01020,0.92259,10.65304,4.25386,-5.91544,0.88843,-4.29277,-9.95030
1617,3.1390702724456787,325600,-5161.24801,-893.68820,-3.11129,0.00198,3.13552,0.00150,-7017.78293,-5.65957,0.06181,-5.48748,-5.84228,0.09037,0.00046,0.09108,0.08957,0.08765,0.35228,1.09338,-0.71587,500.78462,1.55141,504.39874,497.33975,34.35384,2.26404,40.63321,29.72335,34.21615,2.38863,41.69926,26.94475,43.22233,1.20140,46.24236,40.43151,0.34561,0.18747,0.97068,0.10442,14.27892,0.37321,15.18344,13.37931,1079.93755,471.47653,2288.46338,360.54852,1226.45856,439.37935,2305.86914,355.85495,-1.48306,0.01203,-1.45521,-1.50606,0.17276,0.00439,0.18120,0.16050,-0.40033,0.19755,0.52738,-0.73583,-2.42443,0.13242,-2.16437,-3.12276,8.03640,0.14652,8.45543,7.70135,4.60708,0.12725,4.93941,4.25641,34.09318,4.61899,50.61669,25.98552,-4.66986,1.52079,-1.84609,-10.36740,0.04278,0.01686,0.09348,-0.00119,1.14658,0.01306,1.18701,1.11463,6.05374,0.96198,10.88140,4.63522,-5.83344,0.82915,-4.24686,-9.23652
1618,3.1699650287628174,325800,-5578.20738,-467.24373,-3.76719,0.00190,3.16654,0.00146,-8182.02573,-5.66583,0.06373,-5.50207,-5.80041,0.09100,0.00045,0.09175,0.09004,-0.07412,0.43983,1.27944,-1.07773,500.93558,1.11295,503.85675,497.86417,34.47145,2.62043,42.11865,27.37498,33.91685,2.07411,40.87136,28.84643,43.34656,1.17006,47.05986,40.94277,0.36257,0.19214,0.99836,0.11151,14.35107,0.30640,15.27053,13.54107,1150.67944,485.72551,2419.63892,354.74194,826.21941,413.00405,2379.01587,331.97217,-1.47388,0.01438,-1.44434,-1.50599,0.17286,0.00457,0.18380,0.16431,-0.36765,0.22104,0.49200,-0.74493,-2.40730,0.14022,-2.13034,-2.87692,7.96908,0.18349,8.53482,7.55074,4.60114,0.15030,5.06004,4.20763,34.29415,5.58265,62.16708,25.24993,-4.94066,1.49955,-1.03745,-9.91853,0.03585,0.01521,0.08141,-0.00425,1.14805,0.01339,1.18070,1.10534,6.05912,0.95737,9.65733,4.42711,-5.86218,0.95702,-4.37073,-10.54977
